dataset,country,region,crop,season,year_start,yield_t_ha,split,predicted_yield_t_ha,prediction_error_t_ha,heat_days_35,max_consecutive_heat_days_35,heatwave_events_3d_35,max_dry_spell_1mm,dry_spell_events_14d,hot_dry_days_30_1mm,heavy_rain_days_20,heavy_rain_days_50,max_3day_rain,max_7day_rain,rainfall_concentration_index,rain_last_14d_before_harvest,heavy_rain_days_last_14d_before_harvest,storm_before_harvest_flag,frost_days_0
us_overlap,United States,Oklahoma,Oats,2020,2020,1.61415,test,1.4051015366666657,0.20904846333333427,24,4,5,27,3,71,7,0,74.49,79.43,0.0353394620171913,79.08,2,1,3
us_overlap,United States,Oklahoma,Canola,2021,2021,1.7373175,test,1.4063423966666637,0.33097510333333635,27,6,4,25,1,72,11,0,101.87,157.79,0.0348545118232219,17.29,0,1,0
us_overlap,United States,Oklahoma,Canola,2020,2020,1.7149005000000002,test,1.4221355226190446,0.2927649773809555,24,4,5,27,3,71,7,0,74.49,79.43,0.0353394620171913,79.08,2,1,3
us_overlap,United States,Oklahoma,Canola,2019,2019,1.5803985,test,1.42324569333333,0.1571528066666701,15,6,2,20,1,66,13,0,86.14,149.25,0.0268197115105123,91.58,2,1,3
us_overlap,United States,Texas,Oats,2021,2021,1.61415,test,1.4838735761904753,0.13027642380952464,44,9,6,21,1,91,5,0,49.59,86.93,0.02749534443882,14.57,0,1,0
us_overlap,United States,North Dakota,Canola,2020,2020,2.2080745,test,1.5117757930952374,0.6962987069047626,3,3,1,19,1,15,1,0,54.78,63.50999999999999,0.0452029093849481,9.8,0,0,23
us_overlap,United States,Texas,Oats,2017,2017,1.61415,test,1.523330576190475,0.09081942380952501,57,8,11,13,0,102,3,0,61.0,68.31,0.0368059944500548,13.23,0,0,0
us_overlap,United States,Kansas,Canola,2021,2021,1.34502,test,1.5295226254761896,-0.18450262547618945,38,6,7,13,0,71,6,0,67.23,95.24,0.0275858138304554,32.87,1,1,0
us_overlap,United States,Minnesota,Canola,2021,2021,1.905445,test,1.5390284602380935,0.3664165397619066,2,1,0,13,0,28,4,0,52.56,74.11999999999999,0.0326675391613256,41.08,0,1,4
us_overlap,United States,Kansas,Canola,2018,2018,1.076016,test,1.5421485178571428,-0.4661325178571427,29,6,4,12,0,66,13,0,114.85,160.39,0.0251608819618453,16.530000000000005,0,0,3
us_overlap,United States,Washington,Canola,2017,2017,1.883028,test,1.5487745178571386,0.3342534821428613,0,0,0,56,2,15,1,0,57.67,83.28,0.0700115959464094,81.13999999999999,1,1,21
us_overlap,United States,Washington,Canola,2021,2021,1.232935,test,1.5575011357142816,-0.3245661357142817,5,4,1,23,3,22,0,0,30.67,60.23,0.0318441056039322,68.76,0,1,11
us_overlap,United States,North Dakota,Canola,2021,2021,1.501939,test,1.5674019773809504,-0.06546297738095053,15,5,1,18,1,49,3,0,46.13,75.53999999999999,0.0521027074202808,8.39,0,1,10
us_overlap,United States,Kansas,Canola,2016,2016,2.174449,test,1.5682887559523797,0.6061602440476204,14,4,1,14,2,48,10,0,66.53999999999999,96.68,0.0226554252345993,10.010000000000002,0,0,0
us_overlap,United States,Kansas,Canola,2020,2020,2.0063215000000003,test,1.5698741621428554,0.43644733785714496,19,7,2,40,1,59,9,0,43.97,66.54,0.0317557219183472,33.39,1,1,7
us_overlap,United States,North Dakota,Canola,2017,2017,1.79336,test,1.5728354311904735,0.22052456880952653,7,2,0,23,2,29,4,0,33.21,48.65,0.0531600841545148,3.7,0,0,9
us_overlap,United States,Kansas,Canola,2019,2019,1.2217265000000002,test,1.5885152838095222,-0.36678878380952207,1,1,0,12,0,37,10,0,100.49,128.61,0.0280688763522528,2.2,0,0,9
us_overlap,United States,Kansas,Canola,2017,2017,1.479522,test,1.5978633876190458,-0.11834138761904578,24,10,2,17,1,58,6,0,60.72999999999999,69.19000000000001,0.0346983438896851,1.28,0,0,4
us_overlap,United States,Texas,Oats,2020,2020,1.61415,test,1.6012709619047607,0.01287903809523927,66,22,6,30,4,106,3,0,59.08,96.47,0.0442139448249895,15.22,0,0,0
us_overlap,United States,Texas,Oats,2019,2019,1.7935,test,1.6070101619047628,0.18648983809523734,82,33,3,24,2,102,3,0,58.46,92.25,0.0329334275546741,31.84,0,0,1
