country,region,year_start,weather_regime,best_crop,best_predicted_yield_t_ha,season_rain_sum,season_rain_mean,heat_days_35,hot_dry_days_30_1mm,max_dry_spell_1mm,max_3day_rain,rain_last_14d_before_harvest,storm_before_harvest_flag,frost_days_0,runner_up_crop,runner_up_predicted_yield_t_ha,best_crop_yield_advantage_t_ha
Australia,Victoria,2000,Wet/storm risk,Wheat,2.7340748708381373,261.8,1.422826086956522,0,0,15,39.8,49.8,1,5,Oats,2.515596681074331,0.21847818976380617
Australia,Victoria,2001,Moderate season,Wheat,2.367460604032368,220.90000000000003,1.2005434782608695,0,1,21,19.9,24.200000000000006,0,7,Oats,2.264452797801788,0.10300780623057992
Australia,Victoria,2002,Moderate season,Oats,1.1496427658249706,140.9,0.7657608695652174,0,1,20,20.0,4.7,0,23,Wheat,0.9417961301022326,0.20784663572273798
Australia,Victoria,2003,Wet/storm risk,Oats,2.528209585191771,288.3,1.5668478260869565,0,0,16,45.5,28.599999999999994,0,10,Barley,2.5012890745061847,0.02692051068558632
Australia,Victoria,2004,Moderate season,Oats,1.585307734226575,225.6,1.2260869565217392,1,3,14,26.5,4.3,0,9,Wheat,1.4753333283770087,0.10997440584956619
Australia,Victoria,2005,Wet/storm risk,Barley,2.254315607938312,262.0,1.423913043478261,0,0,22,42.3,47.0,0,13,Wheat,2.1807534558525896,0.07356215208572259
Australia,Victoria,2006,Dry-spell stress,Wheat,0.8692729534894492,145.4,0.7902173913043479,1,3,42,35.5,0.0,0,30,Oats,0.7568708077873898,0.11240214570205942
Australia,Victoria,2007,Dry-spell stress,Oats,1.4586817223990558,158.60000000000002,0.8619565217391305,1,2,32,24.8,0.6,0,14,Wheat,1.3503904163364655,0.1082913060625903
Australia,Victoria,2008,Moderate season,Barley,1.3582500334727587,193.9,1.053804347826087,0,5,24,25.0,0.5,0,10,Oats,1.2704853639338252,0.08776466953893358
Australia,Victoria,2009,Moderate season,Oats,1.9483986122954369,268.6,1.4597826086956522,1,4,14,44.400000000000006,9.5,0,5,Wheat,1.903156587004644,0.0452420252907928
Australia,Victoria,2010,Wet/storm risk,Wheat,2.619544467455565,384.7000000000001,2.0907608695652176,0,0,23,67.2,47.5,1,9,Barley,2.3575651828103785,0.26197928464518627
Australia,Victoria,2011,Moderate season,Barley,2.42082843246673,206.1,1.120108695652174,0,2,31,34.1,18.3,0,9,Oats,2.2990271504852813,0.1218012819814489
Australia,Victoria,2012,Moderate season,Barley,2.0883807263473275,202.5,1.1005434782608696,0,5,22,32.7,0.1,0,13,Oats,2.086481218332751,0.0018995080145765009
Australia,Victoria,2013,Wet/storm risk,Barley,2.258105090602726,297.7,1.6179347826086956,0,2,21,62.5,18.1,0,7,Wheat,2.2512543639436435,0.006850726659082262
Australia,Victoria,2014,Moderate season,Wheat,1.532871926244214,161.8,0.8793478260869566,0,7,28,18.5,4.3,0,14,Oats,1.5195676838656351,0.013304242378578968
Australia,Victoria,2015,Hot-dry stress,Oats,1.4096980993566115,168.7,0.9168478260869564,2,12,24,18.0,3.5,0,11,Barley,1.341829114242111,0.06786898511450046
Australia,Victoria,2016,Wet/storm risk,Wheat,3.892279248952191,466.5,2.535326086956522,0,0,11,77.8,6.0,0,7,Barley,3.2679234842064537,0.6243557647457374
Australia,Victoria,2017,Moderate season,Barley,1.876617040969232,204.4,1.1108695652173912,0,3,34,35.4,10.5,0,22,Oats,1.603829631083321,0.2727874098859109
Australia,Victoria,2018,Moderate season,Barley,1.7604374163078012,175.3,0.9527173913043478,0,2,20,23.7,3.2,0,18,Oats,1.6338504217144942,0.1265869945933069
Australia,Victoria,2019,Moderate season,Oats,1.9383784671119224,254.8,1.384782608695652,1,5,21,31.3,1.0,0,10,Barley,1.8234598543836475,0.11491861272827486
Australia,Victoria,2020,Moderate season,Wheat,2.2091767835917016,211.0,1.1467391304347825,0,3,35,33.8,17.099999999999998,0,22,Oats,2.118921560758168,0.09025522283353338
Australia,Victoria,2021,Moderate season,Wheat,2.809581569137845,314.9,1.7114130434782608,0,1,14,42.4,8.3,0,9,Barley,2.705285751783737,0.10429581735410798
Australia,Western Australia,1989,Wet/storm risk,Oats,1.449884380232403,218.79999999999995,1.1891304347826084,0,0,18,58.1,7.399999999999999,0,0,Barley,1.399567305938518,0.05031707429388499
Australia,Western Australia,1990,Moderate season,Barley,1.6801148245367217,224.4,1.2195652173913043,1,5,16,29.9,2.9,0,5,Oats,1.4793381406963304,0.20077668384039127
Australia,Western Australia,1991,Hot-dry stress,Barley,1.7236154808978803,250.9,1.3635869565217391,1,9,14,30.700000000000003,6.4,0,0,Oats,1.6079254653794344,0.11569001551844593
Australia,Western Australia,1992,Moderate season,Barley,1.7929021219191623,254.90000000000003,1.3853260869565218,2,6,25,26.3,0.0,0,1,Oats,1.669150204499628,0.12375191741953429
Australia,Western Australia,1993,Wet/storm risk,Barley,1.94734841297978,329.1,1.7885869565217392,0,1,16,50.0,4.5,0,0,Oats,1.8764015428005123,0.07094687017926771
Australia,Western Australia,1994,Dry-spell stress,Oats,1.5557192090599554,176.0,0.9565217391304348,0,11,50,32.0,0.0,0,0,Barley,1.555714631854871,4.577205084510538e-06
Australia,Western Australia,1995,Hot-dry stress,Wheat,1.8626060387910852,347.99999999999994,1.8913043478260867,1,7,33,49.8,12.6,0,0,Barley,1.83639222582139,0.02621381296969516
Australia,Western Australia,1996,Hot-dry stress,Barley,1.7543569276590198,302.4,1.643478260869565,2,7,14,21.6,23.6,0,0,Oats,1.6402940313911918,0.11406289626782806
Australia,Western Australia,1997,Moderate season,Barley,1.738304333332242,210.8,1.1456521739130436,0,3,20,24.9,1.6,0,4,Oats,1.66639634658881,0.07190798674343202
Australia,Western Australia,1998,Moderate season,Barley,1.8250318103274763,280.79999999999995,1.526086956521739,1,5,24,34.3,0.8,0,0,Oats,1.7548168443585448,0.07021496596893151
Australia,Western Australia,1999,Wet/storm risk,Barley,2.0497013838583475,387.4,2.1054347826086954,0,1,17,104.4,0.0,0,0,Oats,1.8646940316281864,0.18500735223016118
Australia,Western Australia,2000,Dry-spell stress,Barley,1.4658783188877549,167.4,0.9097826086956522,0,6,33,17.9,0.0,0,0,Oats,1.3155518256496843,0.15032649323807057
Australia,Western Australia,2001,Wet/storm risk,Oats,1.988225241802854,223.4,1.2141304347826087,0,1,20,48.400000000000006,15.2,0,0,Barley,1.8784874246025411,0.10973781720031295
Australia,Western Australia,2002,Hot-dry stress,Barley,1.4556566689964034,167.0,0.907608695652174,1,9,22,15.1,4.1000000000000005,0,0,Oats,1.4145379909308424,0.04111867806556102
Australia,Western Australia,2003,Moderate season,Barley,2.339775517399227,297.20000000000005,1.6152173913043482,0,3,31,28.6,0.9,0,0,Wheat,2.089938274213432,0.24983724318579492
Australia,Western Australia,2004,Moderate season,Barley,1.9848540010157207,286.49999999999994,1.557065217391304,1,6,17,42.1,4.9,0,1,Oats,1.8910008628837964,0.09385313813192431
Australia,Western Australia,2005,Moderate season,Barley,2.146469309764515,280.5,1.5244565217391304,0,2,17,44.2,2.7000000000000006,0,2,Oats,2.073110567882423,0.07335874188209202
Australia,Western Australia,2006,Moderate season,Barley,1.587902011642131,152.9,0.8309782608695653,0,8,26,28.0,22.3,0,1,Oats,1.497273199671174,0.09062881197095707
Australia,Western Australia,2007,Moderate season,Barley,2.050196974612888,218.1,1.185326086956522,0,5,17,30.2,4.799999999999999,0,0,Oats,1.8158423298605384,0.23435464475234946
Australia,Western Australia,2008,Wet/storm risk,Barley,2.073806742012592,224.9,1.222282608695652,0,4,26,32.099999999999994,34.3,0,1,Oats,2.0474094676301764,0.02639727438241568
Australia,Western Australia,2009,Wet/storm risk,Barley,1.82984928384826,253.7,1.378804347826087,2,5,23,27.4,26.2,1,1,Wheat,1.7522288491473663,0.07762043470089375
Australia,Western Australia,2010,Dry-spell stress,Barley,1.3654653371363596,136.8,0.7434782608695653,0,8,45,32.4,1.5000000000000002,0,7,Oats,1.2220137931541744,0.1434515439821853
Australia,Western Australia,2011,Wet/storm risk,Oats,2.292192733576933,303.7,1.6505434782608694,1,2,15,33.7,52.39999999999999,1,0,Wheat,2.2145857476475266,0.0776069859294064
Australia,Western Australia,2012,Hot-dry stress,Barley,1.7165962252675708,189.5,1.0298913043478262,2,7,29,25.9,5.800000000000001,0,0,Oats,1.4904738017703472,0.22612242349722367
Australia,Western Australia,2013,Hot-dry stress,Barley,2.6803555445621985,200.2,1.0880434782608694,3,7,15,23.9,9.3,0,0,Oats,2.194548581682824,0.48580696287937464
Australia,Western Australia,2014,Hot-dry stress,Barley,2.0735962465647377,202.9,1.1027173913043478,1,11,21,19.5,12.000000000000002,0,0,Oats,1.9856636933304204,0.08793255323431737
Australia,Western Australia,2015,Hot-dry stress,Barley,2.304292468210617,230.2,1.251086956521739,3,17,26,96.7,1.4,0,0,Oats,1.84627901064414,0.45801345756647716
Australia,Western Australia,2016,Moderate season,Oats,2.078486921491073,234.7,1.2755434782608694,1,3,22,36.0,0.7,0,4,Barley,1.9963272037247692,0.08215971776630382
Australia,Western Australia,2017,Moderate season,Barley,2.453896131679831,195.4,1.0619565217391302,0,4,22,33.4,3.3,0,0,Oats,2.325472571322954,0.12842356035687708
Australia,Western Australia,2018,Wet/storm risk,Oats,2.4739492873134683,281.3,1.528804347826087,0,6,24,49.3,3.3000000000000003,0,0,Barley,2.3979663454473563,0.07598294186611199
Australia,Western Australia,2019,Hot-dry stress,Barley,2.218215459845542,198.4,1.0782608695652172,1,13,20,43.1,8.2,0,0,Oats,1.5948781446608358,0.6233373151847061
Australia,Western Australia,2020,Hot-dry stress,Barley,2.207754803446198,160.7,0.8733695652173913,1,10,18,26.7,3.2,0,0,Oats,2.0093844975913755,0.19837030585482252
Australia,Western Australia,2021,Wet/storm risk,Oats,2.365853158740226,250.4,1.3608695652173914,0,3,16,20.4,36.49999999999999,0,1,Wheat,2.3194022964997614,0.04645086224046446
United States,Colorado,1989,Cold/frost stress,Barley,4.926517047674273,238.67,1.2971195652173917,0,3,18,18.51,4.0600000000000005,0,47,Wheat,1.808825174189749,3.117691873484524
United States,Colorado,1990,Cold/frost stress,Barley,4.515106961388572,277.38,1.5075,0,5,13,21.87,14.339999999999998,0,52,Wheat,2.0003959482117013,2.5147110131768704
United States,Colorado,1991,Dry-spell stress,Barley,4.705590862817322,290.87,1.5808152173913044,0,0,23,26.75,19.24,0,41,Wheat,1.757215488604066,2.9483753742132564
United States,Colorado,1992,Cold/frost stress,Barley,4.71502588299146,264.08000000000004,1.435217391304348,0,0,17,50.55,14.830000000000002,0,31,Canola,1.8787250691273831,2.836300813864077
United States,Colorado,1993,Cold/frost stress,Barley,4.981941765583979,243.0,1.3206521739130437,0,0,18,16.389999999999997,11.43,0,54,Wheat,1.812791716405956,3.1691500491780236
United States,Colorado,1994,Cold/frost stress,Barley,5.143379756114756,259.27,1.4090760869565215,0,1,15,25.35,4.68,0,36,Wheat,2.0082753727386,3.1351043833761563
United States,Colorado,1995,Cold/frost stress,Barley,5.116927576708248,347.15,1.8866847826086957,0,0,11,40.21,5.659999999999999,0,66,Wheat,2.327202441379014,2.789725135329234
United States,Colorado,1996,Cold/frost stress,Barley,5.070440386299464,291.79,1.585815217391304,0,0,18,44.02,18.89,0,37,Wheat,1.9871166780877385,3.0833237082117257
United States,Colorado,1997,Wet/storm risk,Barley,5.468445863192435,337.84000000000003,1.8360869565217397,0,0,23,29.71,33.77,1,40,Wheat,2.440143686868403,3.028302176324032
United States,Colorado,1998,Cold/frost stress,Barley,5.970662375334383,269.83,1.4664673913043478,0,2,20,25.26,21.15,0,48,Wheat,2.4379647844474617,3.5326975908869214
United States,Colorado,1999,Cold/frost stress,Barley,5.7875404279752045,287.37,1.5617934782608696,0,0,10,23.53,7.08,0,52,Wheat,2.6000320779238133,3.187508350051391
United States,Colorado,2000,Dry-spell stress,Barley,5.887728294728422,249.34000000000003,1.355108695652174,0,0,27,23.24,20.46,0,47,Canola,2.4090079495249843,3.478720345203438
United States,Colorado,2001,Dry-spell stress,Barley,5.3487314399787085,241.01,1.3098369565217391,0,1,24,39.28,2.99,0,40,Wheat,2.040225588092176,3.3085058518865327
United States,Colorado,2002,Cold/frost stress,Barley,5.084895779362395,185.68,1.0091304347826089,0,3,18,21.61,17.169999999999998,0,51,Wheat,1.9729654466056925,3.1119303327567023
United States,Colorado,2003,Dry-spell stress,Barley,5.814074787145718,204.39,1.1108152173913042,0,6,27,14.269999999999998,1.58,0,38,Wheat,2.2097247516083485,3.6043500355373697
United States,Colorado,2004,Cold/frost stress,Barley,6.264391317462646,260.36,1.415,0,0,20,26.36,8.37,0,39,Wheat,2.5181774022350627,3.7462139152275835
United States,Colorado,2005,Cold/frost stress,Barley,6.417779580273985,241.16000000000005,1.3106521739130437,0,3,17,30.14,12.999999999999998,0,45,Wheat,2.738308813876087,3.679470766397898
United States,Colorado,2006,Cold/frost stress,Barley,5.952440062031897,324.75,1.764945652173913,0,2,10,33.97,24.270000000000003,0,47,Wheat,2.6907101169563807,3.2617299450755164
United States,Colorado,2007,Cold/frost stress,Barley,6.043789339391843,302.41,1.643532608695652,0,1,14,24.07,8.370000000000001,0,43,Wheat,2.5698559219885366,3.4739334174033063
United States,Colorado,2008,Cold/frost stress,Barley,6.260171305064233,216.93,1.178967391304348,0,1,17,34.660000000000004,6.46,0,52,Wheat,2.6051467229247534,3.65502458213948
United States,Colorado,2009,Wet/storm risk,Barley,6.903806112445318,310.27,1.6862499999999998,0,0,17,22.78,33.89,0,49,Wheat,3.293671630106959,3.6101344823383594
United States,Colorado,2010,Dry-spell stress,Barley,6.706715809792681,231.22,1.2566304347826085,0,1,22,24.26,15.840000000000002,0,44,Wheat,2.929140008630386,3.777575801162295
United States,Colorado,2011,Dry-spell stress,Barley,6.392131199453175,264.85,1.4394021739130436,0,0,23,24.630000000000003,15.02,0,55,Wheat,2.673264637922057,3.718866561531118
United States,Colorado,2012,Cold/frost stress,Barley,6.3780389680105305,231.38,1.2575,0,3,11,33.21,5.65,0,39,Wheat,2.795092927315829,3.5829460406947016
United States,Colorado,2013,Cold/frost stress,Barley,6.260747469770459,348.07,1.8916847826086955,0,1,17,54.22,7.66,0,53,Wheat,2.5836518894987552,3.677095580271704
United States,Colorado,2014,Cold/frost stress,Barley,6.02406624383147,320.26,1.7405434782608695,0,0,19,30.25,2.38,0,39,Wheat,2.342028886039273,3.682037357792197
United States,Colorado,2015,Cold/frost stress,Barley,6.514506339801452,331.17,1.7998369565217391,0,0,24,35.51,27.48,0,30,Wheat,3.15833923334358,3.356167106457872
United States,Colorado,2016,Cold/frost stress,Barley,6.450003447370045,197.36,1.072608695652174,0,1,20,16.6,1.14,0,37,Wheat,2.869227846691892,3.5807756006781526
United States,Colorado,2017,Dry-spell stress,Barley,6.688332322544252,297.42,1.6164130434782606,0,0,30,25.43,5.07,0,45,Wheat,3.027039400743236,3.6612929218010155
United States,Colorado,2018,Cold/frost stress,Barley,6.353452521163375,196.81,1.0696195652173912,0,3,17,20.31,14.86,0,32,Wheat,2.7290294061388782,3.624423115024497
United States,Colorado,2019,Dry-spell stress,Barley,5.950021571675847,245.34,1.3333695652173911,0,0,31,20.47,28.26,0,59,Wheat,2.764216712804685,3.185804858871162
United States,Colorado,2020,Dry-spell stress,Barley,5.969069643745252,169.74999999999997,0.9225543478260868,0,2,44,23.05,10.849999999999998,0,40,Wheat,2.5970633118892734,3.3720063318559785
United States,Colorado,2021,Dry-spell stress,Barley,6.808142553478536,273.65,1.487228260869565,0,3,24,26.29,4.93,0,38,Wheat,3.09125101321912,3.716891540259416
United States,Illinois,1989,Moderate season,Wheat,3.7752193571504087,483.31,2.626684782608696,3,20,20,59.65,11.08,0,5,Barley,3.430852350790291,0.34436700636011786
United States,Illinois,1990,Wet/storm risk,Barley,3.390781517930235,760.21,4.131576086956522,1,11,14,75.67000000000002,0.78,0,6,Wheat,3.374615964243718,0.016165553686517065
United States,Illinois,1991,Wet/storm risk,Wheat,2.584261766455712,589.46,3.203586956521739,2,26,13,88.76,73.46000000000001,1,4,Barley,2.5811609551769386,0.0031008112787733744
United States,Illinois,1992,Moderate season,Wheat,3.5012502651030464,514.88,2.7982608695652176,0,2,12,56.38,24.41,0,4,Barley,3.073517963550666,0.4277323015523802
United States,Illinois,1993,Wet/storm risk,Barley,3.331305364646292,822.6,4.470652173913043,0,3,11,62.97,15.169999999999998,1,5,Wheat,2.937741837040261,0.39356352760603075
United States,Illinois,1994,Moderate season,Wheat,3.5475225314891987,442.81000000000006,2.4065760869565223,0,9,15,31.62,33.709999999999994,0,3,Barley,3.3908278203454585,0.15669471114374023
United States,Illinois,1995,Wet/storm risk,Barley,3.325675119985529,598.5899999999999,3.25320652173913,0,15,17,94.67,58.56,1,1,Wheat,3.313880970376629,0.011794149608900018
United States,Illinois,1996,Moderate season,Barley,3.42406460532034,518.1400000000001,2.815978260869566,2,25,15,59.69000000000001,26.22,0,2,Wheat,3.0818026922813164,0.34226191303902365
United States,Illinois,1997,Moderate season,Wheat,3.945423771238798,441.51,2.3995108695652174,6,32,14,44.63,21.8,0,3,Barley,3.799745585748635,0.14567818549016298
United States,Illinois,1998,Wet/storm risk,Barley,3.1380235669289123,669.4,3.638043478260869,0,10,11,55.2,38.18,1,1,Wheat,2.9454340689436767,0.1925894979852356
United States,Illinois,1999,Wet/storm risk,Wheat,3.945838597815606,507.5,2.7581521739130435,2,31,18,69.30000000000001,0.47,0,4,Barley,3.5036981267385587,0.44214047107704735
United States,Illinois,2000,Moderate season,Wheat,4.056522895003509,590.72,3.210434782608696,3,23,12,61.49999999999999,2.6699999999999995,0,4,Barley,3.842809990529165,0.213712904474344
United States,Illinois,2001,Wet/storm risk,Barley,4.004052220475035,590.37,3.208532608695652,6,30,10,59.3,30.52,1,5,Wheat,3.8098438468619618,0.19420837361307353
United States,Illinois,2002,Wet/storm risk,Barley,3.566245954417368,666.28,3.621086956521739,0,27,22,88.33999999999999,53.73,0,4,Wheat,3.4301626991093137,0.13608325530805443
United States,Illinois,2003,Wet/storm risk,Wheat,4.422265172182895,601.35,3.2682065217391307,6,23,14,107.79,13.209999999999996,0,2,Barley,4.252759036195556,0.16950613598733888
United States,Illinois,2004,Wet/storm risk,Barley,4.013598122145252,616.7600000000001,3.351956521739131,0,7,15,58.47,91.7,1,1,Wheat,3.80007384970825,0.21352427243700234
United States,Illinois,2005,Wet/storm risk,Wheat,4.0431335592437945,404.09,2.196141304347826,14,60,21,38.21999999999999,62.10000000000001,1,1,Barley,3.681677727967029,0.3614558312767655
United States,Illinois,2006,Wet/storm risk,Wheat,4.337752726528028,483.07,2.625380434782609,4,30,16,53.02,27.32,1,7,Barley,4.1917183530284206,0.14603437349960746
United States,Illinois,2007,Wet/storm risk,Wheat,3.777557846768417,443.59,2.410815217391304,7,40,15,57.13,23.85,1,1,Barley,3.6844934875925546,0.09306435917586242
United States,Illinois,2008,Wet/storm risk,Wheat,4.215287583587988,857.7800000000001,4.661847826086957,0,3,15,136.10000000000002,32.31,1,3,Barley,4.091246980563383,0.1240406030246044
United States,Illinois,2009,Wet/storm risk,Wheat,3.746589276537337,823.1700000000001,4.473750000000001,0,7,13,75.03999999999999,139.49,1,2,Barley,3.644442523267008,0.10214675327032907
United States,Illinois,2010,Wet/storm risk,Wheat,3.9322559355373583,746.2,4.055434782608696,0,8,10,69.52999999999999,28.08,0,1,Barley,3.685733920193787,0.24652201534357143
United States,Illinois,2011,Moderate season,Barley,4.21762400876771,440.65,2.39483695652174,5,43,14,44.53,14.420000000000002,0,2,Wheat,4.100709183330399,0.11691482543731091
United States,Illinois,2012,Hot-dry stress,Wheat,4.262196847766515,430.36,2.338913043478261,32,65,12,79.66,36.13,1,5,Barley,4.082026793716025,0.1801700540504898
United States,Illinois,2013,Wet/storm risk,Wheat,4.255685234615117,547.69,2.976576086956522,4,23,15,64.29,64.26,1,5,Barley,3.9668789340224544,0.2888063005926629
United States,Illinois,2014,Wet/storm risk,Wheat,4.337478782033186,688.12,3.739782608695652,0,4,11,79.29,13.87,1,1,Barley,4.217007641752343,0.12047114028084227
United States,Illinois,2015,Wet/storm risk,Barley,4.1793297216116745,624.87,3.396032608695652,0,7,27,56.87,38.01,1,2,Wheat,4.118304617833273,0.06102510377840176
United States,Illinois,2016,Wet/storm risk,Barley,4.287246665379032,623.55,3.3888586956521736,0,13,12,67.26,34.599999999999994,1,0,Wheat,4.163149308645749,0.1240973567332837
United States,Illinois,2017,Wet/storm risk,Barley,4.756514524286569,502.63000000000005,2.731684782608696,1,23,13,50.85,44.66,1,3,Wheat,4.126439888559587,0.6300746357269817
United States,Illinois,2018,Wet/storm risk,Barley,4.895597292618689,643.69,3.498315217391305,0,26,12,89.83,31.870000000000005,0,4,Wheat,4.776451822230227,0.11914547038846202
United States,Illinois,2019,Wet/storm risk,Barley,4.781072570617695,594.48,3.2308695652173918,0,19,9,47.02,86.86000000000001,1,1,Wheat,4.728509272370058,0.05256329824763739
United States,Illinois,2020,Wet/storm risk,Barley,4.433119989774514,543.11,2.951684782608696,0,18,14,54.27,63.31,1,2,Wheat,4.238427350134779,0.1946926396397357
United States,Illinois,2021,Wet/storm risk,Barley,5.142730342623088,769.35,4.18125,0,11,12,89.57000000000002,76.95000000000002,1,0,Wheat,4.875962203188367,0.26676813943472144
United States,Iowa,1989,Wet/storm risk,Barley,3.199547144390019,517.9200000000001,2.8147826086956527,8,20,25,62.95,33.14,1,7,Wheat,3.098571487925456,0.10097565646456319
United States,Iowa,1990,Wet/storm risk,Barley,3.400335321345026,776.06,4.217717391304348,0,8,13,100.09,9.4,0,6,Wheat,3.020244099178929,0.3800912221660968
United States,Iowa,1991,Wet/storm risk,Barley,2.7732924503258864,603.67,3.280815217391304,0,18,18,52.77,76.6,1,11,Wheat,2.1592152532736435,0.614077197052243
United States,Iowa,1992,Moderate season,Wheat,2.9241466817888027,538.1500000000001,2.924728260869565,0,1,22,63.18,16.03,0,6,Barley,2.916594223520981,0.007552458267821471
United States,Iowa,1993,Wet/storm risk,Barley,2.686927773902688,1091.56,5.932391304347826,0,1,11,115.75,6.579999999999999,0,9,Wheat,2.057565448492415,0.6293623254102729
United States,Iowa,1994,Wet/storm risk,Barley,3.376740367552248,564.71,3.069076086956522,0,8,13,47.27,6.49,1,3,Wheat,2.8109841834310374,0.5657561841212106
United States,Iowa,1995,Moderate season,Barley,3.301159590487295,563.78,3.0640217391304345,1,22,14,53.06,28.410000000000004,0,3,Wheat,3.0707131176653224,0.2304464728219724
United States,Iowa,1996,Wet/storm risk,Barley,2.929797471186981,694.44,3.774130434782609,0,9,12,64.74,66.17,1,4,Wheat,2.4790507013463428,0.45074676984063844
United States,Iowa,1997,Wet/storm risk,Barley,3.5268003359467053,469.14,2.549673913043478,7,25,14,54.23,28.82,1,9,Wheat,3.2296349723595963,0.297165363587109
United States,Iowa,1998,Wet/storm risk,Barley,2.98410331909379,710.41,3.8609239130434783,0,16,13,50.39,17.53,1,0,Wheat,2.814789593208911,0.1693137258848787
United States,Iowa,1999,Moderate season,Barley,3.436703856464597,584.29,3.1754891304347823,5,14,6,44.99,13.629999999999995,0,4,Wheat,2.959507955603657,0.4771959008609401
United States,Iowa,2000,Moderate season,Barley,3.8932161653155113,495.2,2.6913043478260867,8,24,8,36.9,18.739999999999995,0,5,Wheat,3.228487883542587,0.6647282817729243
United States,Iowa,2001,Wet/storm risk,Barley,4.131175592771493,600.31,3.2625543478260868,7,21,7,67.72,27.77,0,6,Wheat,3.304259237966139,0.8269163548053542
United States,Iowa,2002,Moderate season,Barley,3.353897736441878,609.94,3.3148913043478263,11,26,10,50.97,32.17,0,12,Wheat,3.1955990523495594,0.15829868409231862
United States,Iowa,2003,Moderate season,Wheat,3.911323492528677,450.45,2.4480978260869564,10,35,14,55.37,5.22,0,4,Barley,3.842240613024168,0.06908287950450864
United States,Iowa,2004,Wet/storm risk,Barley,3.877627959269965,561.14,3.049673913043478,0,12,10,83.82000000000001,21.4,0,2,Wheat,3.704573567089049,0.17305439218091623
United States,Iowa,2005,Wet/storm risk,Barley,3.6507699473684982,466.04,2.532826086956522,12,49,13,69.23,5.35,0,6,Wheat,3.3863508922800936,0.2644190550884047
United States,Iowa,2006,Moderate season,Wheat,4.3784352680871645,478.46,2.600326086956521,12,43,10,63.23,21.53,0,13,Barley,3.972613246984896,0.4058220211022685
United States,Iowa,2007,Wet/storm risk,Barley,3.548550407677511,720.0999999999999,3.9135869565217383,1,22,13,64.14,5.79,1,2,Wheat,3.365814824896724,0.18273558278078683
United States,Iowa,2008,Wet/storm risk,Barley,3.1609365972779604,790.6600000000001,4.297065217391305,0,1,8,72.58000000000001,31.34,1,5,Wheat,3.138316562886777,0.02262003439118354
United States,Iowa,2009,Wet/storm risk,Barley,3.5765961744912675,633.0,3.440217391304348,0,6,24,60.25,106.45,1,9,Wheat,3.18516600570116,0.3914301687901074
United States,Iowa,2010,Wet/storm risk,Wheat,2.89200033743112,917.59,4.986902173913043,0,3,16,120.99,10.57,0,2,Barley,2.7618106455976834,0.13018969183343643
United States,Iowa,2011,Moderate season,Barley,3.434972202423573,469.75,2.5529891304347827,1,27,19,58.99,0.5800000000000001,0,7,Wheat,3.268990542077328,0.16598166034624517
United States,Iowa,2012,Hot-dry stress,Barley,3.3685310097088434,335.42,1.822934782608696,35,61,21,36.45,29.15,1,10,Wheat,3.281920778429829,0.08661023127901446
United States,Iowa,2013,Wet/storm risk,Barley,3.677224886669137,473.41,2.5728804347826086,8,28,15,79.56,18.24,0,8,Wheat,3.359868817613693,0.3173560690554442
United States,Iowa,2014,Wet/storm risk,Barley,3.5574400895269256,743.14,4.038804347826087,0,4,12,68.27,10.8,1,2,Wheat,3.388415135623477,0.16902495390344852
United States,Iowa,2015,Wet/storm risk,Wheat,3.5660496517169733,744.22,4.044673913043479,0,11,21,70.36999999999999,36.8,0,2,Barley,3.3548216187400905,0.21122803297688275
United States,Iowa,2016,Moderate season,Wheat,4.20758313258616,620.31,3.37125,0,10,12,65.31,10.38,0,1,Barley,4.069860563840353,0.13772256874580702
United States,Iowa,2017,Moderate season,Barley,4.805687971206293,483.36,2.6269565217391304,6,37,19,60.74,16.259999999999998,0,5,Wheat,4.5972926753769,0.2083952958293933
United States,Iowa,2018,Wet/storm risk,Barley,3.818043925227359,814.11,4.424510869565218,2,26,10,71.13,3.58,0,8,Wheat,3.2505273454790515,0.5675165797483075
United States,Iowa,2019,Wet/storm risk,Barley,3.6699309606696247,708.9300000000001,3.852880434782609,0,6,8,52.83,36.940000000000005,1,10,Wheat,3.418299194603761,0.2516317660658638
United States,Iowa,2020,Wet/storm risk,Barley,4.230884831498733,428.5,2.328804347826087,7,34,14,57.53,38.120000000000005,1,10,Wheat,4.097946805180711,0.13293802631802176
United States,Iowa,2021,Wet/storm risk,Wheat,4.137411093994325,490.3200000000001,2.6647826086956523,9,57,16,56.48000000000001,97.12,1,1,Barley,3.998822815389664,0.1385882786046615
United States,Kansas,1989,Moderate season,Wheat,2.255677694009924,570.09,3.0983152173913044,11,40,32,51.120000000000005,9.64,0,4,Barley,1.8808883677094597,0.37478932630046446
United States,Kansas,1990,Hot-dry stress,Wheat,2.533068669368691,467.01,2.5380978260869567,43,63,24,41.42,0.77,0,1,Barley,2.3588581115893303,0.17421055777936045
United States,Kansas,1991,Hot-dry stress,Wheat,2.12129576106568,359.83000000000004,1.9555978260869569,37,65,39,41.61,35.71,1,3,Barley,1.8972351549586957,0.22406060610698453
United States,Kansas,1992,Wet/storm risk,Wheat,2.3937917616090747,686.4,3.730434782608696,6,21,17,72.78,12.82,0,2,Barley,2.0458152256892808,0.34797653591979394
