country,region,year_start,weather_regime,best_crop,best_predicted_yield_t_ha,season_rain_sum,season_rain_mean,heat_days_35,hot_dry_days_30_1mm,max_dry_spell_1mm,max_3day_rain,rain_last_14d_before_harvest,storm_before_harvest_flag,frost_days_0,runner_up_crop,runner_up_predicted_yield_t_ha,best_crop_yield_advantage_t_ha
United States,Kansas,1993,Wet/storm risk,Barley,2.233316915635161,808.35,4.39320652173913,5,22,19,79.58,6.05,0,4,Wheat,2.210494862080443,0.02282205355471767
United States,Kansas,1994,Hot-dry stress,Wheat,2.3200220057940784,346.12,1.8810869565217392,33,68,14,58.290000000000006,13.43,1,0,Barley,2.007517292741972,0.31250471305210636
United States,Kansas,1995,Moderate season,Wheat,2.0606720868155906,580.1700000000001,3.153097826086957,32,48,25,59.7,4.17,0,2,Barley,1.78734040988701,0.2733316769285805
United States,Kansas,1996,Wet/storm risk,Wheat,2.1550413824072563,614.7099999999999,3.340815217391304,28,40,13,79.71000000000001,17.59,0,1,Barley,1.7694598811612696,0.38558150124598667
United States,Kansas,1997,Wet/storm risk,Wheat,2.783253249913832,591.5,3.214673913043478,19,51,12,55.97,42.85999999999999,1,2,Barley,2.311036230883498,0.47221701903033386
United States,Kansas,1998,Hot-dry stress,Wheat,2.5035652484713715,508.81000000000006,2.765271739130435,42,73,15,58.59,47.650000000000006,1,0,Barley,2.2137031148704622,0.2898621336009093
United States,Kansas,1999,Wet/storm risk,Wheat,2.9144028487597526,523.97,2.847663043478261,18,48,23,69.22,0.44,0,0,Barley,2.3436334570630533,0.5707693916966994
United States,Kansas,2000,Hot-dry stress,Wheat,2.601583035057099,466.33,2.534402173913044,51,78,27,62.510000000000005,98.51,1,3,Barley,2.266318758683908,0.335264276373191
United States,Kansas,2001,Hot-dry stress,Wheat,2.8072919457843915,521.04,2.8317391304347823,37,67,16,71.16,0.4600000000000001,0,1,Barley,2.3954287848773053,0.4118631609070862
United States,Kansas,2002,Hot-dry stress,Wheat,2.342355601562442,532.06,2.8916304347826083,47,70,16,89.74000000000001,52.84,1,6,Barley,2.170162887775394,0.17219271378704804
United States,Kansas,2003,Hot-dry stress,Wheat,3.323829952533884,410.05,2.228532608695652,44,58,23,61.540000000000006,0.16,0,1,Barley,3.0627942835570217,0.2610356689768625
United States,Kansas,2004,Wet/storm risk,Wheat,2.3455865356744643,559.27,3.039510869565217,16,53,13,68.02,18.24,0,0,Barley,1.851035916116655,0.4945506195578093
United States,Kansas,2005,Hot-dry stress,Wheat,2.746322536249022,508.28,2.762391304347826,28,67,19,52.42,27.56,1,2,Barley,2.283768957335968,0.4625535789130537
United States,Kansas,2006,Hot-dry stress,Wheat,2.2343584814592714,483.9,2.629891304347826,42,55,15,60.52,26.980000000000004,1,5,Barley,1.8274258581795912,0.40693262327968016
United States,Kansas,2007,Wet/storm risk,Wheat,2.5402663195341866,679.18,3.6911956521739127,11,46,14,96.41,1.93,0,0,Barley,2.3958052687214235,0.14446105081276306
United States,Kansas,2008,Wet/storm risk,Wheat,2.5360787476634683,704.23,3.827336956521739,20,38,13,66.42,26.5,1,3,Barley,2.1815907944758663,0.35448795318760196
United States,Kansas,2009,Wet/storm risk,Wheat,2.872270368028742,553.1899999999999,3.006467391304348,19,38,9,46.93,50.1,1,2,Barley,2.530437412879092,0.3418329551496502
United States,Kansas,2010,Hot-dry stress,Wheat,2.8048627990269432,503.29,2.735271739130434,36,67,14,68.74,2.6500000000000004,0,0,Barley,2.4072947615996583,0.39756803742728497
United States,Kansas,2011,Hot-dry stress,Wheat,2.1103480894239723,362.12,1.9680434782608696,69,75,16,44.61,0.93,0,1,Barley,1.681526170563909,0.42882191886006327
United States,Kansas,2012,Hot-dry stress,Barley,2.6524326717732887,271.5,1.4755434782608696,53,91,15,55.74,2.28,0,4,Wheat,2.641419002931029,0.011013668842259516
United States,Kansas,2013,Hot-dry stress,Wheat,2.587201102862865,633.19,3.44125,29,54,14,71.91000000000001,31.82,0,2,Barley,2.002567644548858,0.5846334583140074
United States,Kansas,2014,Hot-dry stress,Wheat,2.1916183179081723,570.7,3.101630434782609,32,60,18,61.120000000000005,0.8899999999999999,0,0,Barley,1.916010534683109,0.2756077832250634
United States,Kansas,2015,Hot-dry stress,Wheat,2.589349110207708,552.4300000000001,3.0023369565217397,28,59,13,50.1,18.73,0,0,Barley,2.170748497466059,0.41860061274164906
United States,Kansas,2016,Moderate season,Wheat,2.926892993742183,636.5,3.4592391304347827,14,48,14,66.53999999999999,10.010000000000002,0,0,Barley,2.6301042822222698,0.29678871151991304
United States,Kansas,2017,Hot-dry stress,Wheat,3.2372766817956795,425.63,2.31320652173913,24,58,17,60.72999999999999,1.28,0,4,Barley,2.8324952969655337,0.4047813848301458
United States,Kansas,2018,Hot-dry stress,Wheat,3.074194489459992,742.88,4.037391304347826,29,66,12,114.85,16.530000000000005,0,3,Barley,2.84775987987749,0.22643460958250206
United States,Kansas,2019,Wet/storm risk,Wheat,2.7866619600739706,754.9300000000001,4.102880434782609,1,37,12,100.49,2.2,0,9,Barley,2.7458549688224685,0.04080699125150211
United States,Kansas,2020,Wet/storm risk,Wheat,3.099137874590946,497.7600000000001,2.705217391304348,19,59,40,43.97,33.39,1,7,Barley,2.9940935992253865,0.1050442753655596
United States,Kansas,2021,Hot-dry stress,Wheat,2.6784612475888814,529.25,2.876358695652174,38,71,13,67.23,32.87,1,0,Barley,2.4113159639806625,0.2671452836082189
United States,Minnesota,1989,Cold/frost stress,Barley,2.868034099822578,430.3,2.338586956521739,2,21,18,41.08,17.490000000000002,0,20,Wheat,2.801409333559043,0.06662476626353486
United States,Minnesota,1990,Wet/storm risk,Barley,3.463111083520747,647.8499999999999,3.520923913043478,0,2,13,71.58000000000001,13.96,1,19,Wheat,2.994437116917989,0.46867396660275773
United States,Minnesota,1991,Wet/storm risk,Barley,2.5483121845883856,618.3,3.3603260869565217,0,5,9,63.91,43.58,1,14,Wheat,2.1220679559911857,0.4262442285971999
United States,Minnesota,1992,Moderate season,Barley,3.521915293603364,424.19,2.305380434782609,0,1,17,52.78,4.59,0,14,Wheat,3.294762452477761,0.2271528411256032
United States,Minnesota,1993,Moderate season,Barley,2.9083532852738143,611.29,3.322228260869565,0,1,11,53.59,10.86,0,16,Wheat,2.3268014710313865,0.5815518142424279
United States,Minnesota,1994,Wet/storm risk,Barley,2.6655643033374017,539.71,2.9332065217391308,0,0,12,42.38,11.579999999999998,1,7,Wheat,2.283877335766158,0.38168696757124376
United States,Minnesota,1995,Wet/storm risk,Barley,2.5210289939533257,634.0999999999999,3.4461956521739125,0,5,11,75.21,59.01999999999999,1,13,Wheat,2.183056613596797,0.33797238035652866
United States,Minnesota,1996,Wet/storm risk,Wheat,3.048360970991952,449.43,2.4425543478260865,0,2,15,39.91,49.96,1,10,Barley,2.759087148580506,0.2892738224114457
United States,Minnesota,1997,Wet/storm risk,Barley,2.9143817764532187,515.29,2.8004891304347823,0,0,16,44.84,11.11,1,18,Wheat,2.374166505772537,0.5402152706806818
United States,Minnesota,1998,Wet/storm risk,Barley,3.0402304793300754,486.38,2.6433695652173914,0,6,15,39.09,8.16,1,3,Wheat,2.6967095047321417,0.34352097459793374
United States,Minnesota,1999,Wet/storm risk,Barley,2.723981200512957,635.19,3.452119565217392,0,3,21,82.64,22.51,0,10,Wheat,2.5801364989372373,0.14384470157571982
United States,Minnesota,2000,Moderate season,Barley,3.5417059748860646,413.56,2.247608695652174,0,6,12,40.78,26.809999999999995,0,8,Wheat,3.0175570921121286,0.524148882773936
United States,Minnesota,2001,Moderate season,Barley,3.2167630385965573,483.30000000000007,2.626630434782609,0,6,14,57.97,11.92,0,10,Wheat,3.1259607419560203,0.09080229664053707
United States,Minnesota,2002,Cold/frost stress,Barley,2.9550217725757566,683.1700000000001,3.712880434782609,0,8,12,66.11,16.09,0,31,Wheat,2.3975081218555894,0.5575136507201672
United States,Minnesota,2003,Moderate season,Barley,3.875138825207937,485.86,2.6405434782608697,1,14,12,65.73,20.43,0,11,Wheat,3.813428771832452,0.06171005337548463
United States,Minnesota,2004,Moderate season,Barley,3.572695343606772,522.06,2.837282608695652,0,5,14,39.97,31.450000000000003,0,9,Wheat,3.3778082351811447,0.19488710842562718
United States,Minnesota,2005,Wet/storm risk,Wheat,2.7758511983506806,438.56000000000006,2.3834782608695657,5,22,11,78.02000000000001,7.680000000000001,0,10,Barley,2.540459293792848,0.23539190455783254
United States,Minnesota,2006,Cold/frost stress,Barley,3.061564865045912,247.98,1.347717391304348,8,25,14,24.38,0.82,0,18,Wheat,3.040848219648041,0.02071664539787088
United States,Minnesota,2007,Wet/storm risk,Wheat,3.146481101092195,478.24,2.5991304347826087,3,32,15,54.12,39.970000000000006,1,3,Barley,2.961402735206345,0.18507836588585036
United States,Minnesota,2008,Moderate season,Barley,3.650722552569171,528.73,2.873532608695652,0,6,14,50.24,13.500000000000002,0,5,Wheat,3.4620388667916457,0.18868368577752515
United States,Minnesota,2009,Wet/storm risk,Wheat,3.7877046338084983,497.27,2.7025543478260867,0,2,11,49.10999999999999,54.18,0,17,Barley,3.601391944658351,0.1863126891501472
United States,Minnesota,2010,Wet/storm risk,Barley,3.241027043139118,722.95,3.9290760869565218,0,2,21,59.290000000000006,76.54000000000002,1,6,Wheat,3.0140239371441693,0.22700310599494866
United States,Minnesota,2011,Moderate season,Barley,3.1081698803308457,533.62,2.900108695652174,0,3,14,56.370000000000005,6.460000000000001,0,9,Wheat,2.890530658935365,0.21763922139548075
United States,Minnesota,2012,Wet/storm risk,Wheat,3.282417812138159,578.2099999999999,3.1424456521739126,0,12,16,73.61,23.94,0,13,Barley,3.1585259976611386,0.12389181447702047
United States,Minnesota,2013,Wet/storm risk,Barley,3.598821210136575,545.07,2.9623369565217392,1,13,19,71.18,14.26,1,18,Wheat,3.4549378179513006,0.14388339218527424
United States,Minnesota,2014,Wet/storm risk,Barley,3.494142918722148,616.79,3.352119565217391,0,0,9,68.09,6.69,0,10,Wheat,3.39506131109008,0.09908160763206819
United States,Minnesota,2015,Wet/storm risk,Barley,3.973590644276955,596.0,3.239130434782609,0,4,12,57.66,55.42000000000001,1,4,Wheat,3.7512827799735255,0.22230786430342953
United States,Minnesota,2016,Wet/storm risk,Barley,3.914374123916072,632.11,3.435380434782609,0,2,11,108.13,19.26,0,9,Wheat,3.7232757765684967,0.19109834734757536
United States,Minnesota,2017,Wet/storm risk,Barley,3.871953199625042,652.73,3.5474456521739133,0,3,10,92.01999999999998,17.51,0,8,Wheat,3.559479368969959,0.3124738306550827
United States,Minnesota,2018,Wet/storm risk,Barley,3.1898120646910884,620.51,3.372336956521739,0,4,14,53.35,28.86,1,18,Wheat,2.8950030614615985,0.2948090032294899
United States,Minnesota,2019,Wet/storm risk,Barley,3.4613080868645683,697.01,3.7880978260869567,0,0,9,47.43999999999999,47.74999999999999,1,15,Wheat,3.002384811873301,0.45892327499126706
United States,Minnesota,2020,Wet/storm risk,Barley,3.935466738686532,477.61,2.5957065217391304,0,4,10,56.16,24.790000000000003,1,21,Wheat,3.577252196848004,0.35821454183852763
United States,Minnesota,2021,Wet/storm risk,Barley,3.5581785464402342,422.66,2.297065217391304,2,28,13,52.56,41.08,1,4,Wheat,3.4498794464558458,0.10829909998438847
United States,Montana,1989,Cold/frost stress,Barley,2.3688088029727417,378.97,2.059619565217392,1,9,12,37.57,19.59,0,22,Wheat,2.1044174463432266,0.2643913566295151
United States,Montana,1990,Dry-spell stress,Barley,2.3745354351558285,255.28,1.387391304347826,1,12,31,33.879999999999995,5.039999999999999,0,28,Wheat,1.7746687452485386,0.59986668990729
United States,Montana,1991,Cold/frost stress,Barley,2.776003002008949,318.57000000000005,1.7313586956521745,0,13,21,39.25,14.62,0,24,Wheat,1.985373895154704,0.7906291068542448
United States,Montana,1992,Cold/frost stress,Barley,2.4296899302635806,315.71,1.7158152173913042,0,3,13,59.51,5.71,0,21,Wheat,1.98931910774124,0.4403708225223406
United States,Montana,1993,Cold/frost stress,Barley,3.137680375472276,510.85,2.776358695652174,0,2,10,39.040000000000006,6.040000000000001,0,24,Wheat,2.5405481343205243,0.5971322411517517
United States,Montana,1994,Dry-spell stress,Barley,2.361379364705673,220.51,1.1984239130434784,0,19,28,29.07,6.18,1,19,Wheat,1.827376942912584,0.5340024217930892
United States,Montana,1995,Cold/frost stress,Barley,2.692526519899788,414.17,2.250923913043478,0,5,10,46.85,14.560000000000002,0,32,Wheat,2.330256810283978,0.36226970961581006
United States,Montana,1996,Cold/frost stress,Barley,2.3544765251402744,240.6,1.307608695652174,0,13,19,30.849999999999994,16.8,0,32,Oats,1.676277367943818,0.6781991571964563
United States,Montana,1997,Cold/frost stress,Barley,2.7113483725127105,418.76,2.2758695652173917,0,2,13,46.67999999999999,4.4,0,24,Wheat,2.166782185834224,0.5445661866784866
United States,Montana,1998,Moderate season,Barley,2.62423954023426,344.96000000000004,1.8747826086956525,0,19,15,35.31,1.33,0,13,Wheat,2.0480258430981246,0.5762136971361356
United States,Montana,1999,Cold/frost stress,Barley,2.4235186206924304,294.31,1.5995108695652174,0,14,16,30.36,7.259999999999999,0,22,Wheat,1.8278866012269168,0.5956320194655136
United States,Montana,2000,Dry-spell stress,Barley,2.482352825500331,269.52,1.464782608695652,4,23,23,29.440000000000005,10.829999999999998,0,24,Wheat,1.8758364041570417,0.6065164213432892
United States,Montana,2001,Dry-spell stress,Barley,2.2456667003440014,257.42999999999995,1.3990760869565215,1,27,24,38.14,9.9,0,19,Wheat,1.7224947053001318,0.5231719950438696
United States,Montana,2002,Cold/frost stress,Barley,2.182824364000486,338.73,1.840923913043478,5,14,11,33.62,9.24,0,40,Wheat,1.6348089264115586,0.5480154375889272
United States,Montana,2003,Cold/frost stress,Barley,2.144188709674053,237.17,1.288967391304348,10,30,19,21.33,25.87,0,22,Wheat,1.722577631693904,0.42161107798014896
United States,Montana,2004,Cold/frost stress,Barley,2.684399862455182,341.13,1.853967391304348,0,6,16,41.63,11.95,0,25,Wheat,2.169407084997661,0.5149927774575209
United States,Montana,2005,Cold/frost stress,Barley,2.791848425976708,342.27,1.8601630434782608,1,20,10,36.91,12.42,0,17,Wheat,2.1162578926086635,0.6755905333680445
United States,Montana,2006,Cold/frost stress,Barley,2.618497348845945,359.88000000000005,1.955869565217392,2,20,17,43.870000000000005,24.640000000000004,0,29,Wheat,1.973601287424633,0.6448960614213122
United States,Montana,2007,Moderate season,Barley,2.5525927887895783,349.64,1.900217391304348,5,29,12,47.98,9.06,0,15,Wheat,1.926463722275665,0.6261290665139132
United States,Montana,2008,Wet/storm risk,Barley,2.660330582960282,376.39,2.0455978260869565,0,12,13,76.96000000000001,9.47,0,23,Wheat,2.288376704426597,0.3719538785336849
United States,Montana,2009,Wet/storm risk,Barley,3.0479616007878616,364.22,1.979456521739131,0,6,10,27.15,50.87000000000001,0,37,Wheat,2.625634238426364,0.4223273623614978
United States,Montana,2010,Cold/frost stress,Barley,3.235466180121299,461.91,2.5103804347826086,0,3,12,45.39,11.55,0,22,Wheat,2.753421382661354,0.4820447974599449
United States,Montana,2011,Cold/frost stress,Barley,2.6391063135473627,378.5,2.057065217391304,0,12,14,46.31,9.409999999999998,0,21,Wheat,2.252459619967267,0.38664669358009585
United States,Montana,2012,Dry-spell stress,Barley,2.758170650260232,234.15,1.2725543478260868,0,23,26,24.53,19.280000000000005,0,29,Wheat,2.269376810726479,0.488793839533753
United States,Montana,2013,Cold/frost stress,Barley,3.008098668533062,416.84,2.265434782608696,0,20,14,52.760000000000005,7.539999999999999,0,24,Wheat,2.511558811691523,0.49653985684153934
United States,Montana,2014,Wet/storm risk,Barley,3.0451746823751176,384.25,2.088315217391304,0,12,9,111.55,5.27,0,15,Wheat,2.6244756297773915,0.4206990525977261
United States,Montana,2015,Moderate season,Barley,2.8229724758496038,311.5,1.6929347826086956,0,17,14,38.290000000000006,11.85,0,15,Wheat,2.356469120268305,0.46650335558129896
United States,Montana,2016,Moderate season,Barley,3.031011269138233,409.23,2.2240760869565217,0,11,18,53.81,19.43,0,16,Wheat,2.4237769196119188,0.6072343495263142
United States,Montana,2017,Dry-spell stress,Barley,2.631454273512526,240.85,1.308967391304348,1,36,25,50.47,8.37,0,24,Wheat,2.114536459281822,0.516917814230704
United States,Montana,2018,Cold/frost stress,Barley,3.565328804869303,402.86,2.1894565217391304,2,13,14,47.47,5.67,0,22,Wheat,2.964012095027604,0.6013167098416989
United States,Montana,2019,Cold/frost stress,Barley,3.0498706617965574,406.37,2.208532608695652,0,5,13,30.760000000000005,23.850000000000005,0,38,Wheat,2.7125556544921583,0.3373150073043991
United States,Montana,2020,Cold/frost stress,Barley,3.073061926201201,361.16,1.9628260869565213,0,12,22,60.17,32.31,0,25,Wheat,2.869736585401944,0.20332534079925724
United States,Montana,2021,Dry-spell stress,Barley,2.982047899996731,253.21,1.376141304347826,3,32,24,35.52,11.789999999999996,0,16,Wheat,2.698753557998925,0.28329434199780623
United States,Nebraska,1989,Moderate season,Barley,2.106649247032118,381.62,2.0740217391304347,12,33,21,64.39,6.680000000000001,0,9,Wheat,1.945743514964432,0.16090573206768588
United States,Nebraska,1990,Hot-dry stress,Wheat,2.530454251993242,373.0,2.027173913043478,25,55,12,36.76999999999999,8.25,0,11,Barley,2.230579046213358,0.2998752057798839
United States,Nebraska,1991,Wet/storm risk,Wheat,2.0930979847760893,402.47,2.1873369565217398,20,45,22,44.05,36.3,1,10,Barley,1.9377697082585108,0.15532827651757852
United States,Nebraska,1992,Wet/storm risk,Barley,2.7677249989898534,432.87,2.352554347826087,1,15,21,74.27000000000001,5.62,0,4,Wheat,2.6277603153481044,0.13996468364174897
United States,Nebraska,1993,Moderate season,Wheat,2.183578319193861,602.74,3.2757608695652176,0,10,17,48.65,3.38,0,10,Barley,2.1239154707498225,0.05966284844403846
United States,Nebraska,1994,Wet/storm risk,Wheat,2.2369165873286434,422.99,2.298858695652174,4,33,14,42.83,0.03,1,4,Barley,2.172673434372077,0.06424315295656635
United States,Nebraska,1995,Wet/storm risk,Wheat,2.3579657961093874,470.65,2.557880434782609,23,43,16,81.05,29.06,1,9,Barley,2.245075143439243,0.11289065267014431
United States,Nebraska,1996,Wet/storm risk,Barley,2.985101799292994,518.49,2.8178804347826087,3,20,20,75.03999999999999,4.07,0,7,Wheat,2.742859013657652,0.24224278563534174
United States,Nebraska,1997,Wet/storm risk,Wheat,2.5772495848240418,477.78,2.5966304347826084,13,31,14,53.620000000000005,31.080000000000005,1,5,Barley,2.5394398825744453,0.037809702249596455
United States,Nebraska,1998,Moderate season,Barley,2.519341225020902,461.37,2.507445652173913,16,46,12,59.47,17.909999999999997,0,0,Wheat,2.4537330816147342,0.06560814340616794
United States,Nebraska,1999,Moderate season,Wheat,2.8643491511181742,393.0300000000001,2.1360326086956527,12,37,21,42.08,1.31,0,5,Barley,2.686600967432967,0.17774818368520728
United States,Nebraska,2000,Hot-dry stress,Wheat,2.285762451489169,367.45,1.9970108695652171,34,60,16,41.49000000000001,79.62,1,5,Barley,1.7572044423549866,0.5285580091341822
United States,Nebraska,2001,Moderate season,Wheat,2.652059702660885,365.0,1.983695652173913,26,44,16,51.36,0.23,0,5,Barley,2.391830930602091,0.2602287720587939
United States,Nebraska,2002,Moderate season,Wheat,2.152278512078454,284.23999999999995,1.544782608695652,45,51,18,30.12,30.590000000000003,0,13,Barley,1.7980677485021066,0.3542107635763476
United States,Nebraska,2003,Hot-dry stress,Wheat,3.214435795920606,281.16,1.5280434782608694,25,59,20,31.500000000000004,0.85,0,3,Barley,2.855560079019773,0.35887571690083275
United States,Nebraska,2004,Moderate season,Wheat,2.742454905128768,455.06,2.4731521739130438,13,32,11,57.510000000000005,3.87,0,2,Barley,2.722217102845244,0.020237802283523898
United States,Nebraska,2005,Moderate season,Wheat,2.614258515672556,371.93,2.021358695652174,19,51,13,66.1,6.9,0,9,Barley,2.5263155672158013,0.08794294845675488
United States,Nebraska,2006,Moderate season,Wheat,2.2608831158031,329.35,1.7899456521739132,28,51,21,42.15,3.87,0,13,Barley,1.922084304512301,0.33879881129079914
United States,Nebraska,2007,Wet/storm risk,Barley,2.949001183516741,534.61,2.9054891304347827,3,31,13,89.82,5.029999999999999,0,0,Wheat,2.8770670164855194,0.07193416703122146
United States,Nebraska,2008,Wet/storm risk,Wheat,3.4051693035671686,669.63,3.6392934782608695,4,19,10,106.13,64.43,1,8,Barley,3.3574823166194667,0.047686986947701904
United States,Nebraska,2009,Wet/storm risk,Wheat,3.2938722090286348,573.02,3.1142391304347825,1,13,8,39.72,77.83,1,16,Barley,3.151694132985068,0.14217807604356691
United States,Nebraska,2010,Wet/storm risk,Wheat,2.9651923378908025,617.95,3.3584239130434783,0,28,14,114.55,23.91,0,2,Barley,2.949028581857554,0.0161637560332486
United States,Nebraska,2011,Moderate season,Wheat,2.9700546336473987,450.3499999999999,2.4475543478260864,15,43,20,60.77,1.6,0,7,Barley,2.959906118171484,0.010148515475914888
United States,Nebraska,2012,Hot-dry stress,Wheat,2.288027459178429,116.73,0.6344021739130435,53,71,41,13.13,5.98,0,7,Barley,2.1945261504260998,0.09350130875232932
United States,Nebraska,2013,Wet/storm risk,Wheat,2.588738677191325,447.85,2.433967391304348,27,41,14,45.94,3.87,1,12,Barley,2.50459492666584,0.08414375052548495
United States,Nebraska,2014,Moderate season,Wheat,3.2576693774300063,464.11,2.5223369565217397,7,30,18,64.48,2.75,0,2,Barley,2.966597251055285,0.29107212637472113
United States,Nebraska,2015,Moderate season,Barley,3.011857898346265,469.34,2.550760869565217,13,40,11,43.55,29.9,0,1,Wheat,2.856356577626544,0.15550132071972111
United States,Nebraska,2016,Moderate season,Wheat,3.180070726916997,398.46,2.1655434782608696,6,36,12,35.04,3.09,0,1,Barley,3.080612497631953,0.09945822928504411
United States,Nebraska,2017,Wet/storm risk,Wheat,2.869738451334332,516.84,2.808913043478261,14,36,22,84.93,1.05,0,7,Barley,2.8632151169666344,0.006523334367697586
United States,Nebraska,2018,Wet/storm risk,Wheat,2.730552604414454,600.4300000000001,3.263206521739131,2,38,11,79.21000000000001,6.479999999999999,0,5,Barley,2.553131732985072,0.17742087142938212
United States,Nebraska,2019,Moderate season,Wheat,2.7457444773975235,650.3199999999999,3.534347826086956,2,22,18,63.67,2.83,0,14,Barley,2.733490222718227,0.012254254679296306
United States,Nebraska,2020,Moderate season,Wheat,3.1147559483616805,337.78,1.8357608695652168,12,52,29,49.85000000000001,9.27,0,11,Barley,3.0845153613053533,0.03024058705632715
United States,Nebraska,2021,Moderate season,Wheat,3.241011698551662,359.31,1.952771739130435,17,51,11,30.37,16.28,0,1,Barley,2.872253729383488,0.36875796916817416
United States,North Dakota,1989,Cold/frost stress,Barley,2.1012427070439834,229.85,1.2491847826086957,8,39,21,26.52,4.97,0,18,Wheat,1.6749823274886846,0.42626037955529883
United States,North Dakota,1990,Moderate season,Barley,2.75413546364202,354.96,1.9291304347826088,0,19,16,34.2,0.09,0,16,Wheat,2.199400327263759,0.5547351363782611
United States,North Dakota,1991,Wet/storm risk,Barley,2.7259781089681723,371.19000000000005,2.0173369565217394,5,23,31,41.72,54.03000000000001,1,28,Wheat,2.0414651538083,0.6845129551598723
United States,North Dakota,1992,Moderate season,Barley,3.282470328230436,254.08,1.3808695652173917,1,17,19,28.58,8.96,0,16,Wheat,2.541402699394344,0.7410676288360922
United States,North Dakota,1993,Cold/frost stress,Barley,2.700984379702466,525.35,2.855163043478261,0,1,34,58.73,0.7800000000000002,0,19,Oats,2.2213920080252456,0.47959237167722035
United States,North Dakota,1994,Wet/storm risk,Barley,2.899450917700053,443.12,2.408260869565217,0,14,13,54.95,28.180000000000003,1,9,Wheat,2.312792483411492,0.586658434288561
United States,North Dakota,1995,Moderate season,Barley,2.4515792817572506,354.09,1.9244021739130432,3,16,11,41.95,18.58,0,12,Wheat,2.210332875186637,0.24124640657061347
United States,North Dakota,1996,Cold/frost stress,Barley,2.8178524086723558,322.86,1.7546739130434783,3,19,20,28.75,25.52,0,23,Wheat,2.185199503070297,0.6326529056020589
United States,North Dakota,1997,Wet/storm risk,Barley,2.4846240012075915,266.75,1.4497282608695652,2,20,20,51.06,6.140000000000001,1,17,Wheat,1.8150163983437104,0.6696076028638811
United States,North Dakota,1998,Moderate season,Barley,2.787527827606663,413.32,2.2463043478260865,2,23,15,54.99999999999999,10.38,0,8,Wheat,2.4063557805637963,0.3811720470428668
United States,North Dakota,1999,Wet/storm risk,Barley,2.638799769758366,467.99,2.5434239130434784,3,8,15,72.05000000000001,0.21,0,18,Wheat,2.054074064845563,0.584725704912803
United States,North Dakota,2000,Wet/storm risk,Barley,2.92577275739598,443.54,2.410543478260869,3,17,13,79.42999999999999,33.27,0,11,Wheat,2.389454000934077,0.536318756461903
United States,North Dakota,2001,Moderate season,Barley,3.0166935914628654,326.71,1.7755978260869565,6,26,24,40.02,10.089999999999998,0,14,Wheat,2.2024743263748925,0.8142192650879729
United States,North Dakota,2002,Dry-spell stress,Barley,2.4985857035802392,280.97,1.5270108695652171,10,31,22,38.78,6.35,0,39,Wheat,1.76503191681232,0.7335537867679192
United States,North Dakota,2003,Moderate season,Barley,2.9194396071880924,358.63,1.9490760869565216,10,34,22,35.290000000000006,14.35,0,11,Wheat,2.416631607843344,0.5028079993447485
United States,North Dakota,2004,Cold/frost stress,Barley,3.403751631153872,387.27,2.104728260869565,1,8,16,47.27,33.76,0,21,Wheat,2.693460283711032,0.7102913474428401
United States,North Dakota,2005,Cold/frost stress,Barley,2.976167862634091,472.24,2.566521739130435,2,19,19,61.620000000000005,1.91,0,17,Wheat,2.298354686105929,0.6778131765281619
United States,North Dakota,2006,Cold/frost stress,Barley,2.8061994552742755,278.83,1.5153804347826083,10,33,21,27.78,4.779999999999999,0,24,Wheat,2.0751577973815287,0.7310416578927468
United States,North Dakota,2007,Moderate season,Barley,2.86305822882794,451.3,2.452717391304348,6,25,13,59.44,3.669999999999999,0,5,Wheat,2.4417580565221204,0.4213001723058194
United States,North Dakota,2008,Moderate season,Barley,3.132408721016194,424.94,2.3094565217391305,0,16,12,54.36,14.52,0,14,Wheat,2.3798962467394045,0.7525124742767897
United States,North Dakota,2009,Cold/frost stress,Barley,3.75320383562537,358.97,1.9509239130434783,1,8,14,35.39,20.49,0,24,Wheat,2.9768055413689627,0.7763982942564072
United States,North Dakota,2010,Moderate season,Barley,3.418671397637567,483.71,2.628858695652174,3,11,23,57.05,18.35,0,10,Wheat,2.9399958591056348,0.47867553853193234
United States,North Dakota,2011,Moderate season,Barley,2.736013907762792,493.75,2.683423913043478,0,6,15,54.41,10.5,0,11,Oats,2.0441458736761904,0.6918680340866015
United States,North Dakota,2012,Cold/frost stress,Barley,3.3240932512488066,285.56,1.5519565217391305,5,28,18,28.18,22.8,0,17,Wheat,2.858653372655721,0.4654398785930858
United States,North Dakota,2013,Wet/storm risk,Barley,3.5227088722177564,537.9,2.923369565217391,1,13,13,68.52,7.47,1,23,Wheat,2.941975949978219,0.5807329222395374
United States,North Dakota,2014,Cold/frost stress,Barley,3.6319973584446794,388.94,2.113804347826087,0,4,15,51.81,2.17,0,19,Wheat,2.987527141529037,0.6444702169156424
United States,North Dakota,2015,Moderate season,Barley,3.268845453036178,354.03,1.9240760869565217,6,22,17,33.57000000000001,29.19,0,8,Wheat,3.1375391779954387,0.13130627504073944
United States,North Dakota,2016,Moderate season,Barley,3.069034601444929,326.15,1.7725543478260868,2,17,11,33.35,7.16,0,10,Wheat,2.683035430406301,0.3859991710386277
United States,North Dakota,2017,Dry-spell stress,Barley,3.088595476884082,264.15,1.4355978260869564,7,29,23,33.21,3.7,0,9,Wheat,2.412286993416229,0.676308483467853
