country,region,year_start,season,lat_mean,lon_mean,season_days_observed,season_start_date,season_end_date,season_rain_sum,season_rain_mean,season_tmax_mean,season_tmin_mean,season_tmean_mean,season_radiation_sum,season_radiation_mean,growing_degree_days_base5,heat_days_30,heat_days_35,heat_days_40,max_consecutive_heat_days_30,max_consecutive_heat_days_35,heatwave_events_3d_30,heatwave_events_3d_35,heat_degree_days_30,heat_degree_days_35,dry_days_1mm,dry_days_2mm,max_dry_spell_1mm,max_dry_spell_2mm,dry_spell_events_7d,dry_spell_events_14d,hot_dry_days_30_1mm,heavy_rain_days_10,heavy_rain_days_20,heavy_rain_days_25,heavy_rain_days_50,max_1day_rain,max_3day_rain,max_7day_rain,wet_days_1mm,max_wet_spell_1mm,rainfall_concentration_index,rain_last_7d_before_harvest,rain_last_14d_before_harvest,rain_last_21d_before_harvest,wet_days_last_14d_before_harvest,heavy_rain_days_last_14d_before_harvest,max_3day_rain_last_21d_before_harvest,storm_before_harvest_flag,frost_days_0,cold_days_5,min_tmin,frost_events_2d,rain_sum_early,dry_days_1mm_early,max_dry_spell_1mm_early,heavy_rain_days_20_early,max_3day_rain_early,heat_days_35_early,max_consecutive_heat_days_35_early,frost_days_0_early,radiation_sum_early,rain_sum_mid,dry_days_1mm_mid,max_dry_spell_1mm_mid,heavy_rain_days_20_mid,max_3day_rain_mid,heat_days_35_mid,max_consecutive_heat_days_35_mid,frost_days_0_mid,radiation_sum_mid,rain_sum_late,dry_days_1mm_late,max_dry_spell_1mm_late,heavy_rain_days_20_late,max_3day_rain_late,heat_days_35_late,max_consecutive_heat_days_35_late,frost_days_0_late,radiation_sum_late
Australia,Tasmania,1993,1993-94,-41.5,147.20000000000002,184,1993-05-01,1993-10-31,346.5,1.8831521739130435,14.517391304347827,4.395108695652174,9.45625,1795.5000000000002,9.758152173913045,821.6000000000001,0,0,0,0,0,0,0,0.0,0.0,131,142,11,11,7,0,0,12,1,1,0,27.9,34.4,41.7,53,5,0.030444956678722913,19.900000000000002,23.8,24.000000000000004,5,0,15.100000000000001,0,18,102,-2.0,5,107.5,52,11,1,34.4,0,0,11,417.1000000000001,123.69999999999999,39,8,0,23.1,0,0,3,411.8,115.3,40,8,0,22.7,0,0,4,966.5999999999999
Australia,Tasmania,1994,1994-95,-41.5,147.20000000000002,184,1994-05-01,1994-10-31,292.8,1.591304347826087,14.035326086956522,3.680434782608696,8.85788043478261,1901.0,10.331521739130435,720.9000000000001,0,0,0,0,0,0,0,0.0,0.0,147,154,23,23,7,2,0,11,2,2,0,34.0,35.2,66.0,37,4,0.048841830526441504,4.6,4.6,4.6,1,0,2.9,0,32,115,-4.5,9,168.79999999999998,44,13,2,35.2,0,0,13,369.79999999999995,78.2,49,11,0,15.5,0,0,15,561.4999999999999,45.800000000000004,54,17,0,21.6,0,0,4,969.6999999999999
Australia,Tasmania,1995,1995-96,-41.5,147.20000000000002,184,1995-05-01,1995-10-31,344.70000000000005,1.8733695652173916,13.39184782608696,3.6027173913043478,8.497282608695652,1914.5,10.404891304347826,661.0999999999999,0,0,0,0,0,0,0,0.0,0.0,130,138,14,16,6,2,0,10,1,0,0,21.3,37.60000000000001,55.400000000000006,54,6,0.027317136641398627,15.5,20.2,41.8,4,0,21.5,0,33,122,-2.6,9,141.60000000000002,45,14,1,37.60000000000001,0,0,11,388.59999999999997,104.5,42,14,0,23.5,0,0,18,474.3,98.6,43,6,0,21.5,0,0,4,1051.6000000000001
Australia,Tasmania,1996,1996-97,-41.5,147.20000000000002,184,1996-05-01,1996-10-31,332.4,1.8065217391304347,13.752717391304348,4.219021739130435,8.985869565217392,1772.8999999999996,9.63532608695652,747.3,0,0,0,0,0,0,0,0.0,0.0,126,138,13,15,5,0,0,6,3,0,0,22.1,43.2,53.00000000000001,58,4,0.027159801958118117,10.5,33.1,46.8,3,1,27.6,1,27,113,-3.1,5,63.3,49,13,0,26.799999999999997,0,0,10,386.1,136.89999999999998,35,11,2,43.2,0,0,15,415.59999999999997,132.2,42,7,1,27.6,0,0,2,971.1999999999999
Australia,Tasmania,1997,1997-98,-41.5,147.20000000000002,184,1997-05-01,1997-10-31,255.4,1.3880434782608695,14.10217391304348,3.673369565217391,8.887771739130434,1760.8000000000002,9.569565217391306,725.4000000000001,0,0,0,0,0,0,0,0.0,0.0,139,149,17,17,8,1,0,5,0,0,0,19.7,39.9,62.3,45,4,0.03278717677799315,6.2,6.6,28.1,2,0,14.9,0,28,126,-3.7,8,118.19999999999999,43,17,0,39.9,0,0,8,371.0,63.8,49,10,0,20.3,0,0,17,439.3999999999999,73.39999999999999,47,12,0,14.9,0,0,3,950.4
Australia,Tasmania,1998,1998-99,-41.5,147.20000000000002,184,1998-05-01,1998-10-31,259.70000000000005,1.411413043478261,14.115217391304347,3.990217391304348,9.052717391304348,1821.1000000000001,9.897282608695653,753.2,0,0,0,0,0,0,0,0.0,0.0,142,154,18,21,6,1,0,6,1,1,0,47.7,58.3,63.6,42,3,0.0569145495179785,0.5,2.3,15.200000000000001,1,0,12.8,0,27,108,-3.7,7,66.89999999999999,47,18,0,17.3,0,0,8,353.1,61.3,51,11,0,16.7,0,0,19,459.29999999999995,131.5,44,13,1,58.3,0,0,0,1008.7000000000002
Australia,Tasmania,1999,1999-00,-41.5,147.20000000000002,184,1999-05-01,1999-10-31,293.6,1.5956521739130436,14.77445652173913,4.6673913043478255,9.720923913043478,1726.6999999999998,9.384239130434782,871.45,0,0,0,0,0,0,0,0.0,0.0,139,150,15,19,7,1,0,6,2,0,0,23.8,37.5,49.1,45,3,0.036006559555717244,4.1,8.8,24.400000000000002,3,0,9.600000000000001,0,27,98,-3.5,9,102.89999999999998,44,9,0,26.700000000000003,0,0,8,352.70000000000005,124.1,47,10,1,37.5,0,0,17,448.5,66.6,48,10,1,22.700000000000003,0,0,2,925.5000000000001
Australia,Tasmania,2000,2000-01,-41.5,147.20000000000002,184,2000-05-01,2000-10-31,459.7,2.4983695652173914,14.035326086956522,4.376630434782609,9.205978260869566,1782.9,9.689673913043478,778.2,0,0,0,0,0,0,0,0.0,0.0,126,137,15,15,6,1,0,9,3,2,1,69.9,95.60000000000001,122.3,58,4,0.042997606188674466,24.700000000000003,69.0,74.70000000000002,5,1,34.900000000000006,1,25,105,-3.2,4,103.60000000000001,45,15,1,27.1,0,0,10,388.3,183.10000000000002,44,6,1,95.60000000000001,0,0,14,455.69999999999993,173.0,37,8,1,34.9,0,0,1,938.8999999999999
Australia,Tasmania,2001,2001-02,-41.5,147.20000000000002,184,2001-05-01,2001-10-31,360.79999999999995,1.960869565217391,14.420108695652175,4.565760869565217,9.492934782608696,1851.1,10.060326086956522,830.0500000000001,0,0,0,0,0,0,0,0.0,0.0,131,137,16,16,8,2,0,10,2,1,0,26.1,43.0,49.4,53,4,0.029417720414353917,21.8,26.400000000000002,54.5,5,0,21.5,0,18,101,-3.7,5,87.7,47,15,0,25.1,0,0,6,376.5,124.30000000000001,45,16,1,43.0,0,0,9,469.00000000000006,148.8,39,7,1,39.8,0,0,3,1005.6
Australia,Tasmania,2002,2002-03,-41.5,147.20000000000002,184,2002-05-01,2002-10-31,371.8,2.0206521739130436,14.554891304347825,4.024456521739131,9.28967391304348,1862.3999999999999,10.121739130434781,793.45,0,0,0,0,0,0,0,0.0,0.0,121,137,18,20,3,1,0,15,1,0,0,20.7,24.7,44.0,63,4,0.026292571995389882,1.7,25.8,50.1,3,0,23.900000000000002,0,26,106,-3.5,5,77.2,46,18,0,18.3,0,0,12,409.3,134.29999999999998,39,9,1,22.099999999999998,0,0,12,465.00000000000006,160.3,36,6,0,24.7,0,0,2,988.1
Australia,Tasmania,2003,2003-04,-41.5,147.20000000000002,184,2003-05-01,2003-10-31,477.1,2.5929347826086957,13.672282608695651,3.921739130434782,8.797010869565218,1817.1,9.87554347826087,702.9499999999999,0,0,0,0,0,0,0,0.0,0.0,127,136,19,20,6,1,0,16,4,2,0,37.2,72.60000000000002,127.5,57,7,0.03209791955089526,0.5,19.6,20.9,4,0,17.5,0,29,111,-2.7,8,203.10000000000002,42,11,2,72.60000000000002,0,0,8,394.40000000000003,166.3,40,9,2,51.400000000000006,0,0,15,430.09999999999997,107.69999999999999,45,19,0,32.699999999999996,0,0,6,992.6000000000001
Australia,Tasmania,2004,2004-05,-41.5,147.20000000000002,184,2004-05-01,2004-10-31,327.3,1.778804347826087,14.042391304347827,3.891304347826087,8.966847826086957,1774.7,9.645108695652175,737.1,0,0,0,0,0,0,0,0.0,0.0,140,150,18,18,7,4,0,11,3,0,0,23.5,38.599999999999994,57.0,44,8,0.03745511447390248,35.6,36.5,36.7,2,1,35.3,1,22,123,-2.8,4,161.3,43,15,2,38.599999999999994,0,0,9,317.79999999999995,97.10000000000001,44,8,0,23.2,0,0,12,448.4,68.89999999999999,53,18,1,35.3,0,0,1,1008.4999999999999
Australia,Tasmania,2005,2005-06,-41.5,147.20000000000002,184,2005-05-01,2005-10-31,488.8999999999999,2.657065217391304,14.717391304347826,4.57554347826087,9.646467391304347,1715.2000000000003,9.321739130434784,859.5,0,0,0,0,0,0,0,0.0,0.0,127,135,17,24,7,2,0,14,4,2,1,75.6,93.6,93.6,57,4,0.047539358207096295,14.700000000000001,30.3,40.599999999999994,7,0,14.7,0,20,101,-3.4,5,77.1,49,17,0,25.9,0,0,12,376.59999999999997,234.29999999999998,43,9,3,89.8,0,0,8,424.19999999999993,177.50000000000003,35,8,1,60.9,0,0,0,914.4
Australia,Tasmania,2006,2006-07,-41.5,147.20000000000002,184,2006-05-01,2006-10-31,187.9,1.0211956521739132,14.14945652173913,3.08641304347826,8.617934782608694,1843.1,10.016847826086956,673.15,0,0,0,0,0,0,0,0.0,0.0,145,157,33,33,7,3,0,4,0,0,0,16.5,21.7,44.2,39,6,0.038790406614549584,3.1,4.800000000000001,8.2,2,0,3.4,0,42,135,-3.6,10,41.1,51,33,0,14.7,0,0,20,341.2,74.8,48,14,0,18.1,0,0,14,427.29999999999995,72.0,46,15,0,21.7,0,0,8,1074.5999999999997
Australia,Tasmania,2007,2007-08,-41.5,147.20000000000002,184,2007-05-01,2007-10-31,321.2,1.7456521739130435,14.257608695652175,4.302173913043478,9.279891304347826,1772.1999999999998,9.631521739130434,794.0,0,0,0,0,0,0,0,0.0,0.0,132,150,12,28,9,0,0,11,3,1,0,28.1,45.0,48.3,52,5,0.03863547189943069,14.3,14.3,15.5,2,0,13.600000000000001,0,28,108,-3.9,7,148.8,42,10,3,45.0,0,0,12,361.29999999999995,102.7,47,10,0,41.5,0,0,13,475.8,69.7,43,12,0,20.5,0,0,3,935.1
Australia,Tasmania,2008,2008-09,-41.5,147.20000000000002,184,2008-05-01,2008-10-31,258.7,1.4059782608695652,14.338043478260868,3.9527173913043483,9.14538043478261,1742.7,9.471195652173913,766.1999999999999,0,0,0,0,0,0,0,0.0,0.0,137,152,21,25,9,2,0,8,1,1,0,25.4,45.0,45.0,47,5,0.03999316256582487,0.1,1.3,1.3,1,0,1.2,0,27,110,-2.9,7,87.6,49,21,0,45.0,0,0,5,354.40000000000003,89.39999999999999,42,10,1,29.0,0,0,17,463.8,81.69999999999999,46,15,0,17.0,0,0,5,924.5
Australia,Tasmania,2009,2009-10,-41.5,147.20000000000002,184,2009-05-01,2009-10-31,464.69999999999993,2.525543478260869,14.513586956521738,4.8304347826086955,9.672010869565218,1726.6,9.383695652173913,862.6500000000001,0,0,0,0,0,0,0,0.0,0.0,122,130,24,24,7,1,0,17,0,0,0,19.7,39.10000000000001,67.10000000000001,62,11,0.02355398053282651,5.6,5.8999999999999995,49.39999999999999,1,0,25.0,1,10,97,-2.8,3,83.4,47,24,0,32.9,0,0,3,356.90000000000003,250.00000000000003,34,9,0,39.10000000000001,0,0,7,428.5999999999999,131.3,41,11,0,25.0,0,0,0,941.1
Australia,Tasmania,2010,2010-11,-41.5,147.20000000000002,184,2010-05-01,2010-10-31,413.9,2.2494565217391305,14.344021739130437,3.8581521739130435,9.101086956521739,1789.6000000000001,9.72608695652174,759.55,0,0,0,0,0,0,0,0.0,0.0,135,145,16,16,8,1,0,15,3,3,0,33.6,48.0,49.1,49,3,0.03512939836922091,17.1,25.0,49.5,3,0,23.799999999999997,0,34,121,-2.9,6,138.0,45,16,1,48.0,0,0,10,379.6,150.3,43,11,1,39.0,0,0,18,439.8,125.60000000000001,47,13,1,32.7,0,0,6,970.1999999999999
Australia,Tasmania,2011,2011-12,-41.5,147.20000000000002,184,2011-05-01,2011-10-31,335.7,1.8244565217391304,14.46141304347826,4.151630434782609,9.306521739130435,1749.5,9.508152173913043,801.7,0,0,0,0,0,0,0,0.0,0.0,140,149,27,28,9,1,0,11,3,3,0,31.0,65.7,82.0,44,6,0.04259755734286566,9.0,22.9,29.5,5,0,18.3,0,29,109,-2.9,6,143.3,45,10,2,65.7,0,0,19,367.9,126.39999999999999,48,27,1,35.4,0,0,8,417.69999999999993,66.0,47,12,0,18.3,0,0,2,963.9
Australia,Tasmania,2012,2012-13,-41.5,147.20000000000002,184,2012-05-01,2012-10-31,372.0,2.0217391304347827,14.553260869565216,3.844021739130435,9.198641304347827,1690.0,9.184782608695652,778.35,0,0,0,0,0,0,0,0.0,0.0,125,139,11,13,7,0,0,7,3,1,1,66.3,73.19999999999999,85.0,59,5,0.05175872933287085,8.8,11.8,15.2,4,0,8.8,0,24,118,-4.3,5,187.09999999999997,44,11,3,73.19999999999999,0,0,11,353.6,98.0,37,9,0,18.0,0,0,12,415.09999999999997,86.9,44,9,0,24.5,0,0,1,921.3
Australia,Tasmania,2013,2013-14,-41.5,147.20000000000002,184,2013-05-01,2013-10-31,534.2,2.9032608695652176,14.71195652173913,4.823913043478261,9.767934782608695,1689.7,9.183152173913044,884.45,0,0,0,0,0,0,0,0.0,0.0,124,131,21,21,6,2,0,20,5,4,1,50.1,60.8,99.69999999999999,60,9,0.0335067878979698,0.0,12.200000000000001,24.500000000000004,2,0,12.700000000000001,0,24,91,-3.7,7,77.7,51,19,1,42.7,0,0,10,363.79999999999995,305.7,32,6,3,60.8,0,0,12,409.6,150.8,41,8,1,42.3,0,0,2,916.3000000000001
Australia,Tasmania,2014,2014-15,-41.5,147.20000000000002,184,2014-05-01,2014-10-31,311.3,1.6918478260869565,15.202717391304347,4.1429347826086955,9.672826086956523,1657.6,9.008695652173913,861.95,0,0,0,0,0,0,0,0.0,0.0,139,150,22,22,8,1,0,10,2,1,0,26.4,56.5,73.3,45,6,0.03551782113473141,17.0,17.700000000000003,19.6,2,0,16.9,0,22,116,-2.7,5,92.9,46,22,0,24.5,0,0,5,319.59999999999997,132.2,43,13,2,56.5,0,0,17,436.9,86.19999999999999,50,11,0,17.5,0,0,0,901.0999999999999
Australia,Tasmania,2015,2015-16,-41.5,147.20000000000002,184,2015-05-01,2015-10-31,259.5,1.4103260869565217,14.48967391304348,3.4918478260869565,8.990760869565218,1824.8,9.917391304347825,758.0,0,0,0,0,0,0,0,0.0,0.0,151,156,32,32,8,2,0,9,0,0,0,18.8,36.0,45.6,33,5,0.04025749830153586,0.6,0.7,0.7,0,0,0.6,0,36,118,-4.0,9,124.70000000000002,49,13,0,36.0,0,0,16,361.19999999999993,98.0,45,9,0,22.200000000000003,0,0,19,449.4,36.8,57,32,0,13.0,0,0,1,1014.1999999999999
Australia,Tasmania,2016,2016-17,-41.5,147.20000000000002,184,2016-05-01,2016-10-31,573.5,3.1168478260869565,14.416304347826088,5.079891304347826,9.748097826086957,1753.2000000000003,9.52826086956522,875.0,0,0,0,0,0,0,0,0.0,0.0,116,123,8,9,4,0,0,18,7,4,0,29.9,46.5,75.1,68,6,0.024499102696925908,4.8,26.7,38.099999999999994,7,0,16.5,0,16,96,-1.8,3,258.0,35,8,4,46.5,0,0,8,355.29999999999995,179.29999999999998,42,7,2,39.0,0,0,7,499.5,136.20000000000005,39,5,1,25.099999999999998,0,0,1,898.4
Australia,Tasmania,2017,2017-18,-41.5,147.20000000000002,184,2017-05-01,2017-10-31,317.0,1.7228260869565217,14.565217391304348,3.2396739130434784,8.902445652173913,1885.3,10.246195652173913,725.6500000000001,0,0,0,0,0,0,0,0.0,0.0,134,144,17,19,7,1,0,8,2,0,0,22.7,37.0,48.2,50,3,0.031478868333847485,8.2,15.799999999999997,27.900000000000002,4,0,12.1,0,36,126,-3.9,9,82.39999999999999,49,17,1,37.0,0,0,8,405.00000000000006,137.9,41,8,1,28.4,0,0,25,509.00000000000006,96.7,44,7,0,18.7,0,0,3,971.3
Australia,Tasmania,2018,2018-19,-41.5,147.20000000000002,184,2018-05-01,2018-10-31,344.3,1.871195652173913,14.629891304347826,3.8081521739130437,9.219021739130435,1847.5,10.040760869565217,780.4499999999999,0,0,0,0,0,0,0,0.0,0.0,129,143,20,31,7,1,0,12,1,0,0,22.7,37.0,42.4,55,5,0.02810663079542196,0.9,28.3,29.6,4,0,22.1,0,31,121,-2.8,6,115.0,44,11,0,22.900000000000002,0,0,9,400.00000000000006,164.9,36,9,1,37.0,0,0,17,484.99999999999994,64.4,49,20,0,22.1,0,0,5,962.5000000000001
Australia,Tasmania,2019,2019-20,-41.5,147.20000000000002,184,2019-05-01,2019-10-31,307.7,1.6722826086956522,14.808152173913046,3.5119565217391306,9.160054347826087,1887.4,10.257608695652175,771.3,0,0,0,0,0,0,0,0.0,0.0,139,145,11,22,7,0,0,9,2,1,0,25.4,29.8,39.2,45,4,0.03629864567002985,12.6,15.7,18.3,4,0,12.6,0,31,121,-3.7,7,136.7,47,9,2,29.8,0,0,10,403.50000000000006,111.1,42,11,0,26.999999999999993,0,0,17,502.90000000000003,59.9,50,9,0,20.099999999999998,0,0,4,980.9999999999999
Australia,Tasmania,2020,2020-21,-41.5,147.20000000000002,184,2020-05-01,2020-10-31,341.1,1.853804347826087,14.226086956521739,4.314130434782609,9.270108695652175,1811.3,9.844021739130435,792.75,0,0,0,0,0,0,0,0.0,0.0,128,144,10,17,5,0,0,8,2,1,0,45.3,54.3,58.2,56,4,0.039686474880233386,4.8,32.699999999999996,38.8,3,0,19.6,0,25,102,-3.0,5,78.60000000000001,42,9,0,19.4,0,0,12,394.20000000000005,118.29999999999998,45,10,1,54.3,0,0,12,524.0,144.20000000000002,41,7,1,24.9,0,0,1,893.1000000000001
Australia,Tasmania,2021,2021-22,-41.5,147.20000000000002,184,2021-05-01,2021-10-31,415.20000000000005,2.256521739130435,14.622282608695652,4.764673913043478,9.693478260869567,1782.1,9.685326086956522,866.4,0,0,0,0,0,0,0,0.0,0.0,120,136,11,11,5,0,0,11,2,1,0,31.7,39.3,63.0,64,9,0.027102916717713397,31.3,67.3,82.89999999999999,5,1,39.3,1,19,98,-2.5,3,99.5,45,11,1,25.0,0,0,7,394.80000000000007,165.29999999999998,34,9,0,33.400000000000006,0,0,10,469.59999999999997,150.4,41,6,1,39.3,0,0,2,917.6999999999999
Australia,Victoria,1989,1989-90,-36.5,143.5,184,1989-05-01,1989-10-31,381.4,2.0728260869565216,14.721195652173913,5.211413043478261,9.966304347826087,2129.6000000000004,11.573913043478262,916.2499999999999,0,0,0,0,0,0,0,0.0,0.0,124,139,9,22,6,0,0,7,2,2,1,63.0,66.0,79.6,60,5,0.04802456877196562,27.3,29.900000000000002,38.7,4,0,19.7,0,5,94,-1.1,0,182.40000000000003,44,9,2,66.0,0,0,3,459.9,97.1,38,9,0,19.9,0,0,2,542.5,101.89999999999999,42,9,0,23.099999999999998,0,0,0,1127.2
Australia,Victoria,1990,1990-91,-36.5,143.5,184,1990-05-01,1990-10-31,246.69999999999996,1.3407608695652171,15.778260869565216,5.63695652173913,10.707608695652175,2155.2000000000003,11.713043478260872,1050.1999999999998,4,1,0,4,1,1,0,10.200000000000003,0.6000000000000014,139,154,17,23,7,3,4,4,1,1,0,35.8,50.2,53.7,45,6,0.043199664020687194,0.0,15.399999999999999,16.9,3,0,14.700000000000001,0,2,83,-0.1,0,65.3,49,16,0,23.9,0,0,1,501.8,139.79999999999998,37,11,1,50.2,0,0,1,538.9999999999999,41.599999999999994,53,17,0,14.700000000000001,1,1,0,1114.4
Australia,Victoria,1991,1991-92,-36.5,143.5,184,1991-05-01,1991-10-31,302.8,1.6456521739130436,16.11358695652174,5.841847826086957,10.977717391304347,2193.0,11.918478260869565,1099.9,2,0,0,1,0,0,0,4.399999999999999,0.0,133,142,39,40,5,2,2,9,1,0,0,22.3,37.300000000000004,48.800000000000004,51,5,0.030028409437936367,0.1,0.5,0.8,0,0,0.4,0,3,79,-1.0,0,134.8,42,30,1,37.300000000000004,0,0,0,494.20000000000005,109.2,40,9,0,20.2,0,0,3,532.3000000000001,58.8,51,39,0,23.1,0,0,0,1166.4999999999998
Australia,Victoria,1992,1992-93,-36.5,143.5,184,1992-05-01,1992-10-31,437.5,2.3777173913043477,14.535326086956522,5.130978260869566,9.833152173913044,2048.7000000000003,11.134239130434784,889.3,0,0,0,0,0,0,0,0.0,0.0,121,137,15,20,4,1,0,13,3,3,0,38.0,48.2,69.60000000000001,63,7,0.036393639183673464,23.099999999999998,40.89999999999999,50.39999999999999,5,0,23.0,0,8,106,-1.7,2,118.69999999999999,45,7,1,48.2,0,0,2,477.69999999999993,115.2,39,15,1,41.9,0,0,5,561.3000000000002,203.6,37,8,1,42.6,0,0,1,1009.6999999999999
Australia,Victoria,1993,1993-94,-36.5,143.5,184,1993-05-01,1993-10-31,335.40000000000003,1.8228260869565218,15.784239130434784,5.600543478260869,10.692391304347828,2049.3,11.137500000000001,1047.4,0,0,0,0,0,0,0,0.0,0.0,134,144,14,14,9,1,0,9,1,1,0,26.6,50.5,53.3,50,6,0.032443750357799526,8.3,27.5,28.400000000000002,4,0,15.9,0,4,92,-2.1,1,49.5,49,13,0,13.2,0,0,1,487.6,133.5,44,14,1,48.0,0,0,3,548.8,152.4,41,13,0,33.0,0,0,0,1012.9
Australia,Victoria,1994,1994-95,-36.5,143.5,184,1994-05-01,1994-10-31,156.7,0.8516304347826086,16.065217391304348,4.2771739130434785,10.171195652173912,2247.2,12.213043478260868,954.6999999999998,2,0,0,2,0,0,0,2.6999999999999993,0.0,156,165,25,35,9,2,2,3,0,0,0,18.0,34.7,34.800000000000004,28,2,0.05450849097674639,8.500000000000002,11.000000000000002,11.000000000000002,2,0,8.100000000000001,0,22,111,-4.0,6,89.0,46,9,0,34.7,0,0,5,493.8,34.50000000000001,55,12,0,24.000000000000004,0,0,14,722.6999999999999,33.199999999999996,55,25,0,13.0,0,0,3,1030.7
Australia,Victoria,1995,1995-96,-36.5,143.5,184,1995-05-01,1995-10-31,418.59999999999997,2.275,14.982608695652175,5.156521739130435,10.069565217391302,2182.5,11.861413043478262,936.1500000000001,1,0,0,1,0,0,0,3.0,0.0,129,147,18,24,6,2,0,13,8,4,0,28.8,73.7,112.5,55,6,0.03858697649594844,23.1,69.80000000000001,77.1,5,2,40.2,1,5,102,-2.3,2,198.9,44,15,5,73.7,0,0,2,492.3,115.80000000000001,41,13,1,41.3,0,0,1,613.5999999999999,103.9,44,8,2,40.2,0,0,2,1076.6000000000001
Australia,Victoria,1996,1996-97,-36.5,143.5,184,1996-05-01,1996-10-31,368.2,2.001086956521739,15.205434782608696,5.294021739130435,10.249728260869565,2150.3,11.686413043478263,968.7999999999998,1,0,0,1,0,0,0,0.10000000000000142,0.0,128,139,24,24,6,1,1,8,2,1,0,28.3,52.7,62.0,56,9,0.031109843061109425,0.0,0.2,0.8,0,0,0.6,0,6,89,-1.6,1,116.2,48,13,1,32.4,0,0,4,482.3,139.10000000000002,35,8,0,25.900000000000002,0,0,1,530.9,112.89999999999999,45,24,1,52.7,0,0,1,1137.1000000000001
Australia,Victoria,1997,1997-98,-36.5,143.5,184,1997-05-01,1997-10-31,276.5,1.502717391304348,15.590217391304348,4.602717391304347,10.096467391304348,2256.7,12.264673913043477,941.1500000000001,3,0,0,3,0,1,0,5.700000000000003,0.0,143,154,21,40,6,3,3,10,1,1,0,25.6,39.8,57.4,41,5,0.04263850965798913,18.9,18.9,20.5,1,0,18.9,0,20,106,-3.6,4,91.9,45,18,0,27.700000000000003,0,0,3,506.40000000000003,76.7,51,14,0,32.7,0,0,17,599.8000000000001,107.9,47,20,1,39.8,0,0,0,1150.4999999999998
Australia,Victoria,1998,1998-99,-36.5,143.5,184,1998-05-01,1998-10-31,213.2,1.158695652173913,15.671195652173912,4.603260869565218,10.137228260869565,2199.2,11.952173913043477,952.45,2,0,0,1,0,0,0,3.599999999999998,0.0,147,156,16,21,6,2,2,5,0,0,0,19.3,43.2,51.9,37,5,0.0448354212940311,0.2,9.4,16.7,2,0,8.9,0,20,105,-4.2,3,48.6,52,15,0,22.4,0,0,8,509.50000000000006,89.5,49,16,0,43.2,0,0,11,579.6,75.10000000000001,46,11,0,20.9,0,0,1,1110.1000000000001
Australia,Victoria,1999,1999-00,-36.5,143.5,184,1999-05-01,1999-10-31,276.5,1.502717391304348,16.49945652173913,5.584782608695652,11.04211956521739,2230.5,12.122282608695652,1112.9,0,0,0,0,0,0,0,0.0,0.0,144,152,14,23,10,1,0,7,3,1,0,39.2,45.2,52.60000000000001,40,4,0.051133485280027736,7.3,8.1,18.7,2,0,6.4,0,5,85,-2.0,2,110.6,46,14,1,45.2,0,0,3,534.0,93.39999999999999,49,11,1,37.3,0,0,2,585.9000000000001,72.5,49,12,1,26.9,0,0,0,1110.6
Australia,Victoria,2000,2000-01,-36.5,143.5,184,2000-05-01,2000-10-31,261.8,1.422826086956522,15.418478260869565,4.817934782608695,10.11820652173913,2117.7999999999997,11.50978260869565,941.75,0,0,0,0,0,0,0,0.0,0.0,137,152,15,17,3,1,0,6,2,1,0,29.6,39.800000000000004,49.800000000000004,47,3,0.044191327478974085,5.1,49.800000000000004,51.7,4,1,39.800000000000004,1,5,109,-1.3,0,70.9,47,15,0,20.400000000000002,0,0,1,484.20000000000005,91.1,43,12,0,24.299999999999997,0,0,3,579.9,99.8,47,13,2,39.800000000000004,0,0,1,1053.7
Australia,Victoria,2001,2001-02,-36.5,143.5,184,2001-05-01,2001-10-31,220.90000000000003,1.2005434782608697,16.310326086956522,5.45108695652174,10.88070652173913,2189.2,11.89782608695652,1082.7,1,0,0,1,0,0,0,0.6999999999999993,0.0,144,155,21,31,7,3,1,6,0,0,0,17.7,19.9,26.700000000000003,40,4,0.03921793248370128,8.7,24.200000000000006,38.300000000000004,4,0,19.7,0,7,87,-1.4,3,40.00000000000001,52,21,0,17.2,0,0,4,520.0,88.69999999999999,45,9,0,19.9,0,0,3,596.8,92.19999999999997,47,15,0,19.7,0,0,0,1072.4
Australia,Victoria,2002,2002-03,-36.5,143.5,184,2002-05-01,2002-10-31,140.9,0.7657608695652174,16.98315217391304,4.47608695652174,10.72961956521739,2330.8999999999996,12.667934782608693,1056.75,1,0,0,1,0,0,0,0.8999999999999986,0.0,151,165,20,24,8,3,1,2,0,0,0,17.8,20.0,25.8,33,3,0.049564268232053794,1.2,4.7,5.700000000000001,3,0,4.7,0,23,97,-3.7,7,63.300000000000004,49,20,0,20.0,0,0,5,519.9999999999999,44.4,52,15,0,15.100000000000001,0,0,15,638.8999999999999,33.199999999999996,50,18,0,11.2,0,0,3,1171.9999999999998
Australia,Victoria,2003,2003-04,-36.5,143.5,184,2003-05-01,2003-10-31,288.3,1.5668478260869565,15.14184782608696,4.731521739130434,9.936684782608696,2233.0,12.13586956521739,909.55,0,0,0,0,0,0,0,0.0,0.0,133,143,16,17,8,1,0,5,2,1,0,29.7,45.5,48.5,51,4,0.036291661057096816,16.799999999999997,28.599999999999994,29.1,7,0,11.700000000000001,0,10,103,-2.0,1,92.8,44,12,0,21.1,0,0,1,519.3000000000001,115.69999999999999,45,9,1,45.5,0,0,4,608.5999999999999,79.80000000000001,44,16,1,21.4,0,0,5,1105.1
