country,region,year_start,season,lat_mean,lon_mean,season_days_observed,season_start_date,season_end_date,season_rain_sum,season_rain_mean,season_tmax_mean,season_tmin_mean,season_tmean_mean,season_radiation_sum,season_radiation_mean,growing_degree_days_base5,heat_days_30,heat_days_35,heat_days_40,max_consecutive_heat_days_30,max_consecutive_heat_days_35,heatwave_events_3d_30,heatwave_events_3d_35,heat_degree_days_30,heat_degree_days_35,dry_days_1mm,dry_days_2mm,max_dry_spell_1mm,max_dry_spell_2mm,dry_spell_events_7d,dry_spell_events_14d,hot_dry_days_30_1mm,heavy_rain_days_10,heavy_rain_days_20,heavy_rain_days_25,heavy_rain_days_50,max_1day_rain,max_3day_rain,max_7day_rain,wet_days_1mm,max_wet_spell_1mm,rainfall_concentration_index,rain_last_7d_before_harvest,rain_last_14d_before_harvest,rain_last_21d_before_harvest,wet_days_last_14d_before_harvest,heavy_rain_days_last_14d_before_harvest,max_3day_rain_last_21d_before_harvest,storm_before_harvest_flag,frost_days_0,cold_days_5,min_tmin,frost_events_2d,rain_sum_early,dry_days_1mm_early,max_dry_spell_1mm_early,heavy_rain_days_20_early,max_3day_rain_early,heat_days_35_early,max_consecutive_heat_days_35_early,frost_days_0_early,radiation_sum_early,rain_sum_mid,dry_days_1mm_mid,max_dry_spell_1mm_mid,heavy_rain_days_20_mid,max_3day_rain_mid,heat_days_35_mid,max_consecutive_heat_days_35_mid,frost_days_0_mid,radiation_sum_mid,rain_sum_late,dry_days_1mm_late,max_dry_spell_1mm_late,heavy_rain_days_20_late,max_3day_rain_late,heat_days_35_late,max_consecutive_heat_days_35_late,frost_days_0_late,radiation_sum_late
United States,Colorado,1999,1999-00,39.0,-105.5,184,1999-05-01,1999-10-31,287.37,1.5617934782608696,19.07641304347826,3.1185326086956517,10.756032608695653,3855.45,20.95353260869565,1155.3200000000002,0,0,0,0,0,0,0,0.0,0.0,100,131,10,20,5,0,0,2,0,0,0,12.84,23.53,42.67,84,17,0.015744170715275396,2.21,7.08,11.21,2,0,7.949999999999999,0,52,106,-8.63,7,91.09,37,10,0,23.53,0,0,22,1468.2300000000002,149.94,18,4,0,21.72,0,0,0,1346.77,46.339999999999996,45,10,0,7.950000000000001,0,0,30,1040.4499999999998
United States,Colorado,2000,2000-01,39.0,-105.5,184,2000-05-01,2000-10-31,249.34000000000003,1.355108695652174,21.220326086956522,4.528478260869565,12.536467391304347,3854.1,20.946195652173913,1447.28,0,0,0,0,0,0,0,0.0,0.0,120,145,27,27,5,2,0,2,0,0,0,14.9,23.24,36.34,64,21,0.019201933981623894,11.62,20.46,20.83,7,0,8.84,0,47,86,-6.15,6,65.61999999999999,49,21,0,19.7,0,0,16,1476.4399999999998,132.62,24,6,0,23.240000000000002,0,0,0,1356.7500000000002,51.1,47,27,0,12.64,0,0,31,1020.91
United States,Colorado,2001,2001-02,39.0,-105.5,184,2001-05-01,2001-10-31,241.01000000000002,1.3098369565217391,20.983260869565218,4.354565217391304,12.401739130434782,3777.55,20.53016304347826,1434.6100000000001,2,0,0,1,0,0,0,0.41999999999999815,0.0,121,149,24,48,5,2,1,2,0,0,0,15.91,39.28,49.41,63,9,0.020338218483722494,1.2599999999999998,2.9899999999999998,5.329999999999999,0,0,1.6700000000000002,0,40,89,-7.06,6,95.3,42,8,0,39.28,0,0,15,1457.7199999999998,117.02000000000001,26,5,0,15.350000000000001,0,0,0,1309.66,28.689999999999994,53,24,0,9.53,0,0,25,1010.17
United States,Colorado,2002,2002-03,39.0,-105.5,184,2002-05-01,2002-10-31,185.68,1.0091304347826087,21.31326086956522,4.231195652173913,12.505869565217392,3929.5499999999997,21.35625,1465.98,3,0,0,2,0,0,0,2.2399999999999984,0.0,130,153,18,30,9,2,3,1,0,0,0,12.88,21.61,30.390000000000004,54,6,0.019105983925126985,13.709999999999999,17.169999999999998,17.58,7,0,7.479999999999999,0,51,86,-10.33,6,42.0,52,15,0,9.89,0,0,19,1494.3300000000002,63.31999999999999,39,13,0,11.42,0,0,0,1452.1199999999997,80.36,39,18,0,21.610000000000003,0,0,32,983.1
United States,Colorado,2003,2003-04,39.0,-105.5,184,2003-05-01,2003-10-31,204.39,1.1108152173913042,21.378804347826087,4.3565760869565215,12.539510869565218,3853.3700000000003,20.942228260869566,1429.31,9,0,0,3,0,1,0,3.629999999999999,0.0,115,150,27,29,3,3,6,0,0,0,0,7.1,14.269999999999998,22.6,69,9,0.014559917133370391,1.25,1.58,2.2800000000000002,0,0,0.79,0,38,99,-6.4,7,79.23,35,4,0,12.45,0,0,18,1409.9699999999998,87.07,32,14,0,14.27,0,0,0,1385.71,38.09000000000001,48,27,0,11.620000000000001,0,0,20,1057.69
United States,Colorado,2004,2004-05,39.0,-105.5,184,2004-05-01,2004-10-31,260.36,1.415,19.601847826086956,3.4177173913043477,11.23179347826087,3761.28,20.441739130434783,1206.06,0,0,0,0,0,0,0,0.0,0.0,124,142,20,20,7,3,0,2,0,0,0,16.28,26.36,42.59,60,13,0.01962608068278293,5.91,8.37,18.580000000000002,1,0,9.39,0,39,104,-6.43,7,76.25999999999999,43,20,0,20.39,0,0,12,1439.8200000000002,125.73999999999997,35,8,0,26.36,0,0,0,1356.1999999999996,58.36,46,17,0,11.85,0,0,27,965.26
United States,Colorado,2005,2005-06,39.0,-105.5,184,2005-05-01,2005-10-31,241.16000000000003,1.3106521739130437,20.792499999999997,4.1256521739130445,12.231630434782607,3891.0699999999997,21.14711956521739,1392.94,3,0,0,3,0,1,0,3.169999999999998,0.0,129,149,17,28,6,1,3,3,0,0,0,17.79,30.14,31.830000000000002,55,6,0.026447978767741173,2.75,12.999999999999998,15.14,3,0,10.06,0,45,91,-7.62,8,61.510000000000005,41,17,0,16.14,0,0,19,1489.27,107.50000000000001,41,11,0,28.610000000000003,0,0,0,1402.78,72.15000000000002,47,10,0,30.14,0,0,26,999.0200000000001
United States,Colorado,2006,2006-07,39.0,-105.5,184,2006-05-01,2006-10-31,324.75,1.764945652173913,19.79157608695652,3.8994565217391304,11.52608695652174,3712.48,20.176521739130436,1317.07,2,0,0,1,0,0,0,0.9800000000000004,0.0,110,137,10,33,6,0,2,5,0,0,0,17.67,33.97,64.35,74,16,0.01948934153766651,18.540000000000003,24.270000000000003,35.089999999999996,5,0,16.59,0,47,88,-12.27,5,37.63999999999999,52,8,0,8.43,0,0,13,1526.94,193.75,18,5,0,33.97,0,0,0,1269.74,93.35999999999999,40,10,0,20.73,0,0,34,915.7999999999998
United States,Colorado,2007,2007-08,39.0,-105.5,184,2007-05-01,2007-10-31,302.40999999999997,1.643532608695652,20.48521739130435,4.3299456521739135,12.19875,3773.12,20.506086956521738,1393.6399999999999,1,0,0,1,0,0,0,0.46999999999999886,0.0,109,134,14,26,5,1,1,2,0,0,0,13.77,24.07,40.22,75,7,0.017205331777360458,0.6100000000000001,8.370000000000001,19.970000000000002,1,0,10.1,0,43,95,-10.42,7,83.97999999999999,39,9,0,24.07,0,0,17,1410.8199999999995,172.23000000000002,21,4,0,22.080000000000005,0,0,0,1346.3999999999994,46.2,49,14,0,10.1,0,0,26,1015.8999999999999
United States,Colorado,2008,2008-09,39.0,-105.5,184,2008-05-01,2008-10-31,216.93,1.178967391304348,20.335652173913044,3.51679347826087,11.693369565217392,3894.3599999999997,21.165,1309.46,1,0,0,1,0,0,0,0.3000000000000007,0.0,136,154,17,28,8,1,1,3,0,0,0,17.58,34.660000000000004,38.07,48,7,0.02733001873159281,0.37,6.46,17.490000000000002,3,0,10.379999999999999,0,52,105,-7.7,7,52.99000000000001,48,17,0,15.64,0,0,25,1503.61,114.94999999999999,38,8,0,34.660000000000004,0,0,0,1365.5800000000002,48.989999999999995,50,10,0,20.7,0,0,27,1025.17
United States,Colorado,2009,2009-10,39.0,-105.5,184,2009-05-01,2009-10-31,310.27,1.6862499999999998,18.859239130434784,3.053804347826087,10.723804347826087,3689.6000000000004,20.05217391304348,1186.34,0,0,0,0,0,0,0,0.0,0.0,107,135,17,26,3,1,0,3,0,0,0,11.34,22.78,41.33,77,7,0.016493218863751852,20.44,33.89,37.29,8,0,15.559999999999999,0,49,106,-13.81,5,117.14999999999999,35,17,0,22.78,0,0,13,1370.9300000000003,100.3,34,5,0,19.279999999999998,0,0,0,1411.0100000000002,92.82,38,10,0,19.33,0,0,36,907.66
United States,Colorado,2010,2010-11,39.0,-105.5,184,2010-05-01,2010-10-31,231.21999999999997,1.2566304347826085,20.75766304347826,4.0439673913043475,12.241467391304349,4007.81,21.781576086956523,1411.31,1,0,0,1,0,0,0,0.05000000000000071,0.0,129,143,22,28,7,2,1,1,0,0,0,10.26,24.259999999999998,43.68,55,10,0.020012644930889785,7.869999999999999,15.840000000000002,21.349999999999998,6,0,7.75,0,44,91,-9.12,6,65.41999999999999,46,22,0,24.259999999999998,0,0,23,1520.4800000000002,124.28999999999999,35,7,0,21.39,0,0,0,1408.5500000000002,41.51000000000001,48,13,0,7.93,0,0,21,1078.78
United States,Colorado,2011,2011-12,39.0,-105.5,184,2011-05-01,2011-10-31,264.85,1.4394021739130436,20.292282608695654,3.781195652173913,11.835652173913042,3881.65,21.095923913043478,1366.13,0,0,0,0,0,0,0,0.0,0.0,125,143,23,26,7,2,0,5,0,0,0,17.51,24.630000000000003,31.89,59,10,0.024843517275104757,15.000000000000002,15.020000000000001,19.380000000000003,2,0,14.610000000000001,0,55,98,-10.74,7,67.74999999999999,47,23,0,19.96,0,0,27,1475.85,118.90000000000002,30,7,0,24.630000000000003,0,0,0,1412.76,78.2,48,18,0,21.340000000000003,0,0,28,993.0400000000001
United States,Colorado,2012,2012-13,39.0,-105.5,184,2012-05-01,2012-10-31,231.38000000000002,1.2575,21.55929347826087,4.868315217391304,12.91554347826087,3877.67,21.07429347826087,1513.37,3,0,0,3,0,1,0,1.6700000000000017,0.0,129,149,11,21,7,0,3,5,0,0,0,19.53,33.21,42.13,55,7,0.03108436013480127,3.1399999999999997,5.6499999999999995,11.97,2,0,5.3,0,39,84,-8.81,7,49.81,47,11,0,15.090000000000002,0,0,13,1551.8600000000004,127.51,33,8,0,33.21,0,0,0,1319.9800000000002,54.059999999999995,49,10,0,25.659999999999997,0,0,26,1005.83
United States,Colorado,2013,2013-14,39.0,-105.5,184,2013-05-01,2013-10-31,348.07,1.8916847826086955,19.710869565217394,3.9357608695652178,11.630706521739132,3729.69,20.270054347826086,1347.67,2,0,0,2,0,0,0,0.14000000000000057,0.0,109,136,17,31,5,1,1,6,1,1,0,30.71,54.22,83.37,75,8,0.024510226265657856,3.59,7.66,14.06,4,0,4.470000000000001,0,53,89,-10.05,7,72.29000000000002,44,17,0,29.05,0,0,22,1461.5,141.45000000000005,28,7,0,18.439999999999998,0,0,0,1307.51,134.32999999999998,37,8,1,54.22,0,0,31,960.68
United States,Colorado,2014,2014-15,39.0,-105.5,184,2014-05-01,2014-10-31,320.26,1.7405434782608695,19.795815217391304,3.8862499999999995,11.533586956521741,3722.27,20.229728260869564,1273.56,0,0,0,0,0,0,0,0.0,0.0,117,131,19,25,7,1,0,4,0,0,0,18.74,30.25,46.73,67,9,0.02090754269088234,0.8600000000000001,2.38,7.98,0,0,5.46,0,39,97,-10.95,6,79.53999999999999,43,11,0,22.490000000000002,0,0,19,1442.8300000000002,153.95,29,5,0,30.25,0,0,0,1281.81,86.77000000000001,45,19,0,21.689999999999998,0,0,20,997.63
United States,Colorado,2015,2015-16,39.0,-105.5,184,2015-05-01,2015-10-31,331.17,1.7998369565217391,19.839184782608694,4.6839130434782605,12.028858695652174,3615.48,19.649347826086956,1343.1,0,0,0,0,0,0,0,0.0,0.0,108,138,24,48,3,1,0,6,1,0,0,20.92,35.51,58.95,76,9,0.020468589857296052,3.1900000000000004,27.48,27.62,5,0,22.009999999999998,0,30,85,-7.24,4,181.68999999999997,25,6,1,35.51,0,0,20,1295.14,102.46,34,9,0,21.06,0,0,0,1329.39,47.02000000000001,49,24,0,22.009999999999998,0,0,10,990.9499999999999
United States,Colorado,2016,2016-17,39.0,-105.5,184,2016-05-01,2016-10-31,197.35999999999999,1.0726086956521739,20.77342391304348,4.337391304347826,12.315652173913042,3865.84,21.01,1387.8899999999999,1,0,0,1,0,0,0,0.0,0.0,131,150,20,28,6,2,1,1,0,0,0,10.1,16.6,27.01,53,6,0.019607301380246005,0.6900000000000001,1.1400000000000001,2.8699999999999997,0,0,1.6400000000000001,0,37,93,-10.16,6,83.9,40,7,0,14.04,0,0,19,1453.09,91.75,37,9,0,16.36,0,0,0,1367.7199999999998,21.71,54,20,0,3.9000000000000004,0,0,18,1045.0299999999997
United States,Colorado,2017,2017-18,39.0,-105.5,184,2017-05-01,2017-10-31,297.41999999999996,1.6164130434782606,19.996739130434786,4.087391304347826,11.672391304347828,3713.27,20.180815217391306,1307.92,0,0,0,0,0,0,0,0.0,0.0,113,142,30,33,3,2,0,4,0,0,0,17.81,25.43,44.400000000000006,71,13,0.0197323571376334,3.4,5.07,6.02,1,0,2.5700000000000003,0,45,84,-8.32,7,76.28,44,23,0,25.43,0,0,16,1470.9700000000003,152.05000000000004,26,7,0,23.04,0,0,0,1279.7099999999998,69.09000000000002,43,20,0,18.16,0,0,29,962.59
United States,Colorado,2018,2018-19,39.0,-105.5,184,2018-05-01,2018-10-31,196.81,1.0696195652173912,21.448804347826087,5.19125,13.052934782608695,3839.45,20.86657608695652,1567.8700000000001,3,0,0,2,0,0,0,0.9199999999999982,0.0,136,160,17,30,8,3,3,2,0,0,0,13.67,20.31,31.330000000000002,48,8,0.025355135926074333,10.759999999999998,14.86,20.349999999999998,3,0,10.669999999999998,0,32,74,-8.86,4,40.14,54,14,0,12.149999999999999,0,0,4,1484.21,95.23,37,9,0,20.31,0,0,0,1388.3500000000001,61.440000000000005,45,16,0,13.73,0,0,28,966.8899999999999
United States,Colorado,2019,2019-20,39.0,-105.5,184,2019-05-01,2019-10-31,245.33999999999997,1.3333695652173911,19.406358695652173,3.2392391304347825,11.117826086956523,3794.37,20.62157608695652,1317.04,0,0,0,0,0,0,0,0.0,0.0,122,145,31,31,7,1,0,2,0,0,0,11.67,20.47,26.74,62,6,0.019175333158305927,16.58,28.259999999999998,28.709999999999997,8,0,14.989999999999998,0,59,99,-19.2,6,103.03,39,9,0,20.47,0,0,29,1297.1299999999997,86.09,36,10,0,16.0,0,0,0,1430.69,56.22,47,31,0,16.46,0,0,30,1066.55
United States,Colorado,2020,2020-21,39.0,-105.5,184,2020-05-01,2020-10-31,169.74999999999997,0.9225543478260868,21.96125,4.410108695652174,12.901684782608696,3918.6499999999996,21.297010869565216,1527.32,2,0,0,2,0,0,0,0.8900000000000006,0.0,141,156,44,44,4,2,2,2,0,0,0,11.82,23.049999999999997,30.67,43,5,0.02823781832852177,10.739999999999998,10.849999999999998,11.229999999999999,2,0,10.41,0,40,81,-16.71,8,60.63,47,12,0,12.13,0,0,13,1515.03,77.30000000000001,39,14,0,23.049999999999997,0,0,0,1362.6800000000003,31.82,55,44,0,17.07,0,0,27,1040.94
United States,Colorado,2021,2021-22,39.0,-105.5,184,2021-05-01,2021-10-31,273.65,1.487228260869565,21.185271739130435,4.979347826086956,12.832826086956523,3792.61,20.612010869565218,1507.02,3,0,0,3,0,1,0,2.5,0.0,123,142,24,24,6,2,3,4,0,0,0,16.18,26.29,37.58,61,8,0.02250693928625715,3.9000000000000004,4.93,9.110000000000001,1,0,4.1,0,38,81,-6.85,6,112.96000000000002,38,14,0,20.51,0,0,14,1361.46,121.96000000000002,35,9,0,26.289999999999996,0,0,0,1402.2499999999998,38.730000000000004,50,24,0,12.4,0,0,24,1028.8999999999999
United States,Illinois,1989,1989-90,40.0,-89.0,184,1989-05-01,1989-10-31,483.31,2.6266847826086956,24.973423913043476,12.99711956521739,19.012608695652172,3371.03,18.320815217391306,2584.94,35,3,0,10,2,6,0,70.81,0.759999999999998,124,136,20,20,6,1,20,14,5,2,0,37.21,59.65,93.92,60,7,0.029617540411689715,7.4,11.08,21.92,3,0,11.85,0,5,27,-2.73,2,153.94000000000003,40,8,1,43.7,0,0,2,1280.45,189.08000000000004,39,9,1,41.62,3,2,0,1250.6000000000004,140.29,45,20,3,55.01,0,0,3,839.9800000000001
United States,Illinois,1990,1990-91,40.0,-89.0,184,1990-05-01,1990-10-31,760.21,4.131576086956522,24.311467391304344,12.826684782608698,18.579456521739132,3277.51,17.812554347826087,2500.7200000000003,19,1,0,6,1,3,0,36.960000000000015,0.7000000000000028,111,127,14,20,4,1,11,26,10,7,1,57.0,75.67000000000002,107.81,73,5,0.026754468998655724,0.01,0.78,18.8,0,0,17.46,0,6,19,-1.53,2,389.28000000000003,25,5,5,70.28,0,0,0,1188.5000000000002,192.13,38,8,2,58.51,0,0,0,1250.9299999999998,178.79999999999998,48,14,3,75.67,1,1,6,838.08
United States,Illinois,1991,1991-92,40.0,-89.0,184,1991-05-01,1991-10-31,589.46,3.203586956521739,25.88125,14.698913043478262,20.368532608695656,3483.61,18.93266304347826,2828.95,36,2,0,7,2,7,0,82.20999999999998,2.5700000000000003,116,135,13,15,7,0,26,18,5,4,1,57.3,88.76,90.87,68,6,0.035301439768804496,52.22,73.46000000000001,74.73,9,0,29.439999999999998,1,4,22,-2.43,1,180.87999999999997,34,10,1,62.33,0,0,0,1320.52,176.34999999999997,43,10,1,69.82999999999998,2,2,0,1324.02,232.23,39,13,3,88.75999999999999,0,0,4,839.0699999999999
United States,Illinois,1992,1992-93,40.0,-89.0,184,1992-05-01,1992-10-31,514.88,2.7982608695652176,23.566521739130433,11.655054347826086,17.729945652173914,3257.05,17.701358695652175,2346.1899999999996,5,0,0,2,0,0,0,2.8800000000000026,0.0,116,131,12,25,6,0,2,13,5,4,0,38.59,56.379999999999995,112.71,68,9,0.0315664736038466,20.080000000000002,24.41,45.85000000000001,5,0,21.419999999999998,0,4,27,-6.19,1,93.56,42,10,0,28.879999999999995,0,0,1,1298.0400000000004,293.96000000000004,33,12,4,56.379999999999995,0,0,0,1140.28,127.36000000000001,41,11,1,35.82,0,0,3,818.73
United States,Illinois,1993,1993-94,40.0,-89.0,184,1993-05-01,1993-10-31,822.6,4.470652173913043,23.207717391304346,13.36483695652174,18.40184782608696,3049.8,16.575,2479.4400000000005,11,0,0,2,0,0,0,6.900000000000002,0.0,88,101,11,11,2,0,3,24,8,5,1,56.71,62.97,79.74000000000001,96,8,0.02015476300468488,0.48,15.169999999999998,50.279999999999994,2,0,33.04,1,5,25,-3.85,1,240.19000000000003,30,5,2,61.19,0,0,0,1191.44,300.06999999999994,21,4,2,47.129999999999995,0,0,0,1142.71,282.34000000000003,37,11,4,59.67000000000001,0,0,5,715.65
United States,Illinois,1994,1994-95,40.0,-89.0,184,1994-05-01,1994-10-31,442.81000000000006,2.4065760869565223,24.520760869565216,12.78070652173913,18.683478260869563,3461.51,18.812554347826087,2518.1899999999996,15,0,0,4,0,1,0,20.35999999999999,0.0,119,129,15,16,6,1,9,15,3,0,0,23.32,31.62,48.769999999999996,65,6,0.02393931474828133,21.439999999999998,33.709999999999994,34.339999999999996,5,0,21.43,0,3,19,-1.45,1,162.12000000000003,40,8,1,30.299999999999997,0,0,0,1424.31,158.25,34,9,1,30.87,0,0,0,1218.9499999999996,122.43999999999998,45,15,1,31.62,0,0,3,818.2499999999999
United States,Illinois,1995,1995-96,40.0,-89.0,184,1995-05-01,1995-10-31,598.5899999999999,3.25320652173913,24.94777173913043,13.782989130434782,19.433423913043477,3376.2400000000002,18.34913043478261,2655.75,24,0,0,9,0,4,0,30.400000000000016,0.0,101,113,17,17,6,1,15,18,6,2,1,50.19,94.67,107.11,83,11,0.025820456049966307,29.380000000000003,58.56,60.93,8,0,25.400000000000002,1,1,15,-0.3,0,334.05,27,9,6,94.67,0,0,0,1179.2799999999997,164.91,32,12,0,35.94,0,0,0,1352.29,99.63000000000002,42,10,0,25.400000000000002,0,0,1,844.67
